Amplitude1,PhaseShift1,Omega1,Beta1,Amplitude2,PhaseShift2,Omega2,Beta2,Buckling,Stiffness
105.387,-57.664,0.105,66.056,-39.569,81.529,0.046,-22.496,34568.900,7289580.032
92.973,-15.172,0.253,13.872,-46.510,-57.867,0.130,12.867,14900.600,4966171.136
-7.470,37.559,1.814,20.766,-98.580,45.217,1.067,-68.945,-18634.400,6617029.120
115.426,4.649,1.304,68.820,-149.617,-11.746,0.122,87.375,21845.200,3955351.552
-7.081,-8.438,0.309,-35.825,48.532,-37.980,1.319,55.422,-20138.700,11067840.512
130.333,-34.982,0.361,-11.146,-138.979,-80.334,0.465,-70.738,-15838.400,3860001.024
-84.331,9.665,0.050,-34.608,155.891,-46.649,0.394,-77.441,-20178.300,7787810.304
6.029,50.643,0.614,31.260,-68.945,-67.160,0.620,-28.080,18857.200,9840633.856
163.393,78.319,0.580,53.483,6.655,-85.306,0.438,22.165,18905.200,9247043.584
26.409,42.295,1.259,-40.441,39.030,8.589,0.868,30.757,-22241.300,10112789.504
-176.140,-83.710,0.044,-24.325,-54.931,27.806,0.663,-22.735,-16072.200,6365706.240
-74.963,-59.462,0.546,-18.470,-176.719,57.135,0.507,73.561,-20356.300,5731139.584
-157.130,-74.030,0.021,-53.741,159.432,-76.928,0.135,84.092,-22642.200,6847273.472
194.216,74.195,0.270,-49.139,-177.281,68.359,0.834,-79.541,-21892.900,7333646.336
-37.439,71.071,1.366,56.517,-74.339,36.626,1.546,66.224,20055.600,8747067.392
72.273,-19.200,0.287,-39.879,-21.038,-11.013,1.010,-66.170,-18791.800,9509146.624
11.970,30.281,1.298,-5.878,72.056,32.622,0.762,43.452,13404.100,6514685.952
-85.201,5.249,1.967,-72.155,87.800,-33.134,0.481,81.996,-23023.200,3986557.184
-24.094,9.216,0.682,15.310,182.331,-18.351,0.644,79.593,16711.400,3884178.944
-100.518,-1.694,0.348,45.556,93.766,-75.767,1.143,62.816,18941.200,10379415.552
142.217,-64.322,0.145,-80.345,-52.953,86.606,0.990,-75.738,-23251.000,3487851.776
10.392,16.631,0.388,31.023,27.703,15.049,1.771,77.790,19488.800,6902442.496
85.759,-49.730,0.407,68.282,81.613,-74.221,0.077,84.230,22530.400,4124388.096
150.082,-89.572,0.040,-40.945,-5.439,64.293,1.914,3.234,-23274.600,7184982.016
16.513,-70.397,1.156,-22.037,-199.103,-82.895,0.960,89.870,-18173.400,3793056.768
28.751,15.214,1.012,-29.923,118.923,-38.880,1.465,81.055,-21386.800,5605515.776
7.518,-45.001,1.917,-26.876,-53.750,74.104,0.767,-34.245,-16524.800,8749730.816
17.671,-43.197,1.253,-40.646,-62.461,42.996,1.008,51.613,-22251.000,11642588.160
26.494,-25.791,1.645,-51.595,-13.906,72.179,1.383,-25.711,-26336.200,9559157.760
73.183,35.858,1.383,87.497,73.573,5.906,1.607,-66.831,-26391.500,4349019.136
25.014,-25.936,1.211,63.684,128.330,-7.936,0.133,-39.537,30847.400,9846511.616
-41.472,84.161,1.484,56.377,-152.036,64.846,0.391,73.312,20861.400,7369096.192
-121.081,59.723,0.513,37.763,49.218,-56.358,0.315,68.462,21387.100,9200144.384
16.579,34.572,1.380,-32.173,-7.063,-65.608,1.959,-47.355,-16987.000,11409425.408
-30.500,-58.641,1.261,-43.804,-0.069,63.583,1.121,42.808,-20024.200,12319154.176
-41.383,-59.011,0.222,-84.258,-14.626,-72.482,1.786,41.143,-35203.300,7005490.688
90.442,57.074,1.700,83.103,-19.446,51.429,0.431,2.793,29267.800,2085528.832
31.782,-40.349,1.681,-55.543,18.320,82.728,1.476,-38.990,-24521.600,11508373.504
-17.078,10.867,1.290,28.347,-12.373,-77.840,0.033,47.938,16853.700,10603889.664
-16.632,21.383,1.575,-39.555,-67.690,70.106,1.596,-86.495,-21572.700,6692182.528
15.741,-33.778,1.795,43.979,-118.843,-6.497,0.410,5.165,25037.300,8058824.704
63.713,-3.779,0.962,-50.329,31.729,26.790,0.111,51.370,-24499.000,11742218.240
26.587,13.859,1.200,-38.279,93.666,-88.920,0.612,83.304,-22289.800,6611307.520
156.163,-22.851,1.644,78.055,-41.580,-19.175,1.776,-61.113,26763.500,6528832.512
35.407,24.789,1.101,41.398,-84.526,7.785,0.070,-16.246,21342.500,8681447.424
-128.723,13.920,0.529,41.983,104.817,-73.319,0.485,24.731,21725.800,10837427.200
-49.735,10.549,0.666,-16.784,41.984,-37.189,1.834,-62.137,-15014.500,6210199.552
20.384,-31.088,0.295,-59.399,171.899,42.770,0.580,82.937,-22673.100,6324731.392
-22.241,-49.199,1.016,18.471,102.688,58.943,0.978,-60.423,-19124.500,7177559.040
7.374,-51.459,1.216,-44.837,58.578,28.929,0.542,-76.578,-21426.200,8217405.952
-119.438,18.318,1.191,67.367,122.850,-26.366,1.838,-75.459,24142.500,6024018.944
9.950,38.518,1.221,-83.066,23.529,-52.289,1.480,-54.077,-28448.400,6952570.368
22.260,28.414,0.732,-80.955,-70.357,-71.394,1.632,-66.485,-24951.000,4847465.984
119.799,-67.313,0.996,76.812,82.126,87.601,1.299,63.754,25022.000,6552071.168
14.323,-26.631,1.180,3.814,81.992,5.336,0.686,41.843,12943.200,6066800.640
-5.401,-27.521,1.996,13.505,-95.410,-35.595,0.339,70.672,15855.100,5156416.000
132.276,-52.911,0.717,76.144,-8.490,39.867,1.542,6.378,31875.400,3195952.128
137.749,-42.858,0.207,-0.941,-13.098,65.625,1.350,20.211,12873.100,4897047.552
149.996,-11.678,0.344,-52.428,21.718,-42.631,1.175,30.244,-24183.600,11044737.024
-113.644,83.109,0.204,-64.242,-10.369,-74.416,1.649,-27.481,-31903.000,8916179.968
33.455,-24.058,0.778,-51.051,115.198,36.971,0.920,-60.886,-21377.600,10540229.632
14.724,-7.199,1.946,46.009,-160.200,-56.803,0.772,-88.776,22264.700,6984485.376
-55.995,-31.437,1.850,71.619,-21.766,45.878,1.804,-50.110,28746.700,8910721.024
33.010,-28.628,1.913,-58.838,-147.595,87.836,0.116,-31.997,-29004.000,9971113.984
0.924,85.818,0.389,89.688,162.456,52.129,1.645,-89.519,21762.700,1569816.192
47.492,-22.414,0.810,-33.319,-125.323,-70.317,0.179,-40.731,-18449.200,11315267.584
70.448,-10.871,0.277,-79.259,-14.660,89.872,1.870,46.186,-32226.300,7756801.024
-54.677,-0.247,0.874,-42.264,-43.512,-88.457,1.624,-59.708,-17243.500,10353736.704
-46.679,61.825,0.988,-72.538,3.014,-39.908,0.235,-77.637,-22514.900,4386758.144
79.451,77.587,0.440,39.339,-84.132,-73.510,1.089,-87.805,20000.900,5879249.920
7.950,36.191,0.755,-27.684,-47.934,70.866,1.056,50.647,-19638.600,10537455.616
6.538,36.339,1.742,1.224,105.213,-12.662,0.873,76.712,14576.900,2842372.864
-10.863,-80.198,1.572,-24.974,39.164,14.602,1.105,44.428,-17339.400,9999032.320
-122.004,19.094,0.623,-70.577,-21.495,-50.292,1.146,-28.542,-33368.900,7917086.208
83.242,-29.023,0.079,-40.326,-30.999,9.741,1.484,51.119,-20504.100,11940907.008
21.392,-80.402,1.239,-33.098,-21.017,60.892,1.190,-29.944,-19238.100,9375604.736
-17.032,-10.537,0.439,72.585,-40.418,-9.778,1.323,52.302,27003.200,8459071.488
13.416,-23.896,1.602,34.633,34.663,15.364,0.120,46.400,17346.900,11776064.512
7.913,57.139,1.733,19.341,-55.517,50.092,1.242,77.624,17119.400,4466745.344
27.273,-24.989,0.908,17.371,38.825,-78.049,1.003,69.215,15846.900,5636156.416
65.548,3.928,0.821,68.181,13.347,19.490,1.808,40.808,28493.400,9621832.704
-53.265,77.392,1.607,62.470,10.887,-72.236,1.390,-11.355,30716.600,5447031.296
29.716,-87.292,0.038,-16.034,-92.149,75.539,1.486,68.183,16928.100,5498159.616
17.994,-37.236,0.459,-89.614,24.738,-7.351,1.344,70.118,25065.900,3807097.600
-14.414,-89.904,0.030,-32.080,-5.995,-22.229,0.821,-16.823,-18931.000,7743284.736
-14.895,-69.618,1.317,-23.752,-47.927,-85.064,1.583,60.112,18528.200,8814893.056
-8.413,28.198,1.800,-25.520,-17.528,59.489,1.496,-37.550,-16134.300,9389815.808
-81.236,-4.578,0.814,49.403,70.266,18.175,0.031,72.018,22397.500,8241948.672
5.689,13.237,1.871,-3.183,-69.582,-55.067,0.349,34.205,12727.000,5323185.664
-9.895,-1.195,1.744,30.104,32.190,-18.514,0.938,-29.028,18876.800,9323611.136
-184.458,-65.815,0.262,6.901,12.914,71.430,1.260,8.713,-12090.200,3082502.656
-7.515,-16.229,1.627,2.912,-128.676,-87.984,0.627,-73.492,-15069.100,3187620.864
6.461,44.639,1.869,16.059,91.853,59.201,0.397,-13.177,14264.500,5185038.336
16.206,1.277,1.854,46.261,-7.014,-1.473,1.875,20.976,25363.900,9447149.568
-20.256,53.248,1.577,-44.516,88.810,11.618,1.722,-76.740,-21520.500,8009259.520
22.768,-63.866,1.468,43.671,-56.659,56.744,0.755,37.466,19216.800,11974689.792
-180.895,65.675,0.156,-56.532,147.006,46.780,0.749,-61.378,-21339.500,9655919.616
-47.425,20.863,1.168,60.027,25.081,26.996,1.380,43.026,26008.000,11024753.664
59.651,89.652,0.762,74.994,186.283,35.195,1.622,83.625,22529.900,3356924.672
-67.320,56.530,0.938,72.213,-82.378,81.648,0.289,-57.255,27449.700,8375773.696
-34.529,-71.924,0.893,-28.173,29.361,61.461,1.559,-79.832,-18498.600,5334299.136
76.702,-73.566,0.606,-79.783,-26.767,-15.430,0.344,-5.846,-31370.800,2759074.048
29.166,-33.669,1.808,-55.568,-4.735,-77.964,1.988,27.118,-29219.000,9919583.232
100.084,-88.932,0.568,43.069,-34.542,-72.263,0.467,-62.646,23137.300,10313595.904
10.155,51.248,1.830,33.098,44.411,-12.365,0.213,-9.143,19353.500,6139100.672
-189.031,-56.215,0.426,42.679,48.227,58.798,0.084,-67.178,-17915.000,6791007.744
-170.420,41.822,0.193,-46.320,-87.709,-40.809,0.560,47.217,-22882.700,12116698.112
-57.255,-80.760,0.467,-17.878,5.388,78.966,1.935,-6.136,-16615.700,5210702.848
-181.662,-61.872,0.676,89.521,5.779,-24.561,1.868,6.104,28823.400,1841153.280
-31.908,-41.409,0.933,28.283,-33.441,-27.307,0.196,31.150,18018.800,9007968.256
15.190,86.072,1.086,82.031,105.069,5.496,0.566,-53.280,29488.200,6643886.080
21.572,-17.499,1.784,-49.920,-158.324,76.681,0.450,49.505,-22011.600,11267179.520
-70.034,18.494,0.266,-33.935,-7.612,30.624,1.618,-3.361,-20808.400,6727897.088
167.661,84.292,0.282,18.779,-45.983,-61.635,0.693,-82.756,-14395.200,2293476.096
-63.095,-13.838,0.008,76.523,-6.242,-77.630,1.992,21.831,35131.600,5256487.424
182.550,80.431,0.291,81.140,-176.138,30.434,0.613,65.961,24234.900,4643363.840
58.718,-40.820,0.653,67.588,10.870,38.113,1.692,31.349,32643.800,8369736.704
-15.465,44.940,1.143,6.566,129.843,41.516,0.444,-28.876,-13762.400,5704211.456
-76.002,-30.925,0.177,63.384,17.244,57.891,1.370,-32.878,31044.400,9904254.976
-45.929,26.737,0.873,36.746,128.695,-51.432,1.580,-73.776,23145.100,8437205.504
-20.754,81.217,1.353,-37.927,65.186,19.697,0.032,-52.334,-18958.000,11587337.216
-5.079,70.701,1.976,-0.125,-86.677,31.078,0.063,-51.718,-14195.200,6860432.384
-7.626,7.154,1.816,22.628,-56.469,34.018,1.028,-50.310,-17626.900,9352587.264
59.868,-59.391,1.501,-62.602,9.129,-47.691,1.774,27.299,-32772.200,8985216.000
12.102,37.237,1.301,-54.003,-86.845,-17.617,0.243,-26.592,-26300.500,11257539.584
-139.426,-0.401,0.167,-69.534,-27.584,6.734,0.739,27.918,-34438.700,7654520.832
15.720,-14.207,1.623,39.650,-122.785,20.509,1.450,-71.315,21896.900,9224175.616
-1.728,-26.181,1.202,-42.563,-15.536,-52.993,1.221,-19.138,-23744.300,9375519.744
11.824,-17.771,1.351,-13.772,8.197,-24.961,1.600,11.246,-12739.100,3505215.744
23.512,70.429,1.860,-53.499,-42.582,61.311,1.423,55.632,-22535.300,10984231.936
-51.736,86.483,0.634,74.424,40.462,56.472,0.841,30.010,34913.600,6118140.928
25.609,-86.552,1.704,51.170,-179.970,87.321,0.141,44.164,20494.300,12172802.048
11.969,61.342,1.921,40.146,-48.711,83.978,0.655,11.970,22166.600,8679398.400
25.857,2.399,0.756,85.136,35.228,-83.881,1.454,87.549,21711.400,1768310.144
169.708,-0.705,0.053,85.549,6.667,-70.027,1.756,9.024,30230.200,2264816.896
23.518,31.544,1.961,-54.836,116.591,-62.636,1.810,74.159,-22548.600,8140069.376
-8.325,25.144,1.316,-42.382,-7.751,-13.073,1.789,-22.198,-23233.300,9622816.768
123.607,45.592,0.647,-50.741,-171.172,77.490,1.993,78.715,-23741.200,7276217.856
-6.878,-53.108,1.732,-9.509,15.641,12.566,1.694,41.015,14400.500,7391641.600
-78.467,43.124,1.129,59.526,60.508,-77.443,0.779,82.204,22753.200,6069458.432
-108.001,31.776,0.018,10.897,17.753,12.739,0.724,70.535,15379.800,4471970.304
46.241,-67.030,0.136,-33.901,-43.821,-54.544,0.847,-33.538,-17774.600,10024904.704
5.214,23.577,1.953,2.526,6.310,44.804,1.821,-10.435,-10686.000,2478201.088
27.036,-12.883,0.857,1.536,-12.482,-22.507,1.879,-39.928,-13545.500,7122849.280
-25.084,-66.302,1.954,55.922,30.745,83.047,0.929,-74.119,22778.800,7788819.456
127.800,-22.201,0.200,-13.302,-50.037,49.015,1.755,-63.025,-14823.800,5342372.864
-55.767,-46.820,0.536,-2.659,-63.284,-34.734,1.965,85.807,15507.100,2430454.528
11.188,58.097,1.374,11.935,38.639,2.276,0.736,11.537,11851.500,3034822.400
-26.136,-22.643,0.772,81.281,-7.220,-72.845,1.683,8.280,30739.300,2485395.968
-19.480,86.529,0.608,63.104,-12.894,18.035,1.980,44.057,26700.000,10503455.744
-44.334,-75.008,0.502,-88.304,20.128,66.409,0.816,58.275,28257.700,6104903.168
23.067,46.648,1.538,-87.683,-18.952,-46.279,0.239,29.601,37746.000,5434424.320
6.770,-87.978,1.791,-14.187,-61.276,23.253,0.607,18.808,-14116.500,4906307.584
43.908,20.219,1.266,52.306,92.369,75.939,0.622,-40.156,22760.200,11771553.792
-30.239,-66.633,1.094,-37.127,-31.570,-31.434,1.615,53.406,-19676.100,11320180.736
6.437,16.967,1.964,-22.225,5.840,-36.529,1.907,-12.374,-14810.600,5129620.480
-25.060,-28.112,1.517,47.237,9.946,48.573,1.419,4.794,26334.400,7098843.648
-47.019,34.407,1.273,53.675,71.887,-29.408,1.951,-69.889,22714.500,8832449.536
-18.531,3.285,1.225,27.564,9.169,89.158,1.687,-24.386,18660.000,8149369.344
-53.172,87.228,0.632,-13.601,-11.399,54.330,0.045,-11.933,-10938.600,2950745.344
-10.123,19.500,1.706,-29.218,-120.361,-21.179,0.472,-42.744,-17055.800,10276224.000
47.854,51.355,0.164,49.950,26.649,40.127,1.696,52.489,20247.300,12106110.976
41.610,-6.371,0.477,-73.947,-5.470,-69.371,1.022,61.934,-25770.400,7006139.904
-103.797,-36.565,1.439,75.408,26.090,11.185,0.824,10.451,31984.100,3578764.800
-5.184,49.894,1.566,-70.084,-24.240,78.243,0.972,18.173,-34338.600,5618891.264
-97.095,9.131,0.577,37.070,53.681,-64.555,0.318,-78.324,22049.700,6619101.696
53.994,-46.528,0.011,-46.768,62.720,40.651,0.584,14.423,-26361.200,7741946.368
-93.868,-7.623,1.549,81.433,44.015,-82.037,0.834,32.487,34001.100,5842926.080
-54.495,-72.466,1.048,-50.134,-20.153,-8.225,1.290,34.056,-23689.500,10843331.584
-143.892,34.200,0.335,-14.518,-12.805,12.132,1.524,29.745,14394.000,6750882.304
1.823,-6.518,1.622,-75.457,-17.721,22.025,1.842,47.565,-30800.500,8233703.936
13.710,-36.326,1.657,36.157,-107.811,23.811,0.441,13.265,20087.900,8194541.568
-16.865,-84.736,1.167,18.346,29.023,16.472,1.038,32.283,14773.200,7471936.512
113.355,68.387,0.618,49.777,-80.805,-51.736,0.245,-4.384,20169.700,7649429.504
36.940,73.017,0.765,14.777,-190.829,2.507,0.067,-88.734,14623.600,2277947.136
147.971,-81.836,1.653,-75.337,-45.017,57.592,1.101,47.427,-30573.000,8651713.536
19.540,59.282,1.818,48.617,-67.250,-83.049,0.403,-77.834,22945.200,7780464.128
52.186,-25.496,1.378,-73.687,-28.569,33.055,0.898,19.084,-35164.400,5464541.184
-193.787,30.601,0.149,17.133,62.584,85.529,1.082,58.690,14909.300,6574680.576
-143.343,-24.104,0.484,40.405,98.187,-89.245,1.468,70.229,17601.000,6540849.664
-68.644,-48.346,1.268,-84.554,18.669,35.906,1.049,-9.041,-30521.500,2295854.080
-66.118,22.718,1.567,-64.588,13.169,-54.912,1.305,16.468,-33120.800,6732588.544
20.973,-32.433,0.635,63.466,26.894,-29.150,0.189,-82.876,22825.100,5454021.632
-29.089,46.966,0.854,-12.745,-19.262,-70.310,1.592,-43.278,-13557.200,7792539.648
12.088,61.555,1.306,-9.348,-145.853,-49.643,0.455,-56.535,-15324.700,6165160.448
67.784,29.643,0.258,-48.174,-155.433,-12.149,0.149,-44.500,-19262.400,12522353.664
-70.367,82.555,0.066,78.961,-104.930,2.854,0.087,80.617,22731.700,2945789.440
-32.474,-39.569,1.934,59.279,-14.291,-31.570,1.248,15.735,30579.500,6949243.392
148.129,13.651,0.322,45.167,7.179,-57.054,1.801,-18.332,27147.300,8809667.584
7.553,22.366,1.719,-16.294,27.076,15.669,1.846,55.201,16651.600,8015352.320
102.294,2.647,0.077,85.990,-15.068,-37.817,1.832,-44.218,-33931.800,7046654.464
33.009,83.717,1.500,79.841,-62.644,30.387,0.577,-11.700,30833.400,2777018.112
-4.454,-47.631,1.131,11.977,8.217,-19.434,1.763,-23.615,14084.100,5374265.856
-180.379,-12.339,1.911,85.061,14.052,54.944,1.215,-79.255,23508.400,2491849.728
-2.348,46.528,1.410,3.679,-57.517,64.063,1.418,82.787,13793.700,2016837.632
-41.415,-34.789,0.557,-11.468,67.552,-55.437,1.066,-55.150,-15705.500,7417766.912
24.857,-71.624,0.378,56.778,138.595,81.848,0.632,82.406,22045.700,6515111.936
11.705,60.863,0.095,64.635,-5.952,-53.323,1.851,7.881,32787.600,5384008.192
155.358,-30.155,0.207,-58.647,147.696,-23.611,1.043,-67.885,-21582.400,9599427.584
-84.640,-76.929,0.316,83.597,114.807,-61.076,0.162,-63.697,-27444.100,5667809.792
-113.826,88.915,0.427,-17.301,29.814,42.045,1.464,55.053,14545.600,6771833.344
39.382,-56.674,0.789,-22.941,14.465,-89.847,0.252,85.377,-17541.700,3655283.968
-27.482,-52.215,0.211,-88.969,-10.027,-35.409,1.554,-20.957,-35462.800,3948257.536
196.181,-12.549,0.883,-68.727,10.439,37.440,1.502,-18.893,-34979.000,5915598.336
99.573,54.481,1.634,-77.945,67.016,49.908,0.611,25.109,-33366.700,3931492.096
-128.487,-12.693,0.184,9.876,7.732,-14.218,1.753,19.980,11591.500,3639664.640
58.217,20.043,1.744,-72.855,-12.247,-48.960,1.978,42.466,-31798.100,8711040.000
169.111,-75.751,0.233,-56.757,9.780,46.637,1.238,8.165,-28466.000,7341964.800
15.689,-72.847,1.110,-35.660,-16.253,-88.736,0.532,12.632,-21332.300,7066831.872
7.301,55.717,1.648,0.123,178.855,-85.808,0.093,-44.029,-13534.200,7209777.664
-17.814,72.690,1.056,2.222,-173.181,-87.428,0.953,-77.331,-15175.000,2987463.680
-163.031,-14.027,0.344,-14.004,6.582,36.754,1.857,17.260,-17286.600,6294332.416
-84.876,-75.426,0.465,89.219,12.204,45.593,1.737,-35.286,-36457.200,6440258.560
-36.365,24.731,0.808,-20.900,-16.111,85.350,1.304,26.965,14058.600,6484887.040
15.881,-28.139,1.310,26.808,-7.434,-22.133,1.647,-6.189,15636.400,5389414.912
-0.348,43.999,0.591,-73.002,3.555,-24.611,1.734,52.898,-28014.700,8476635.136
-73.126,-10.022,1.125,-58.089,91.461,-82.654,0.132,68.641,-21484.600,8147879.424
-31.584,-74.352,1.969,-58.937,20.830,-46.845,0.976,0.349,-30832.100,6205774.848
-71.375,12.949,1.696,-67.564,1.435,-35.062,0.373,56.951,-25115.400,9325044.736
18.760,-4.825,1.039,7.048,122.593,62.993,0.875,71.208,14938.200,4505520.640
24.226,79.684,1.140,32.030,96.119,-4.715,0.727,49.073,17952.200,10399875.072
12.410,52.065,1.348,-17.159,-9.597,22.898,1.718,-40.960,-14450.300,8778186.752
198.519,-62.029,0.113,16.316,47.686,89.067,0.702,-60.492,-19636.700,8447498.752
65.196,21.060,0.685,33.675,10.198,-80.974,0.415,-53.120,-18025.500,9991954.432
10.118,32.955,1.426,9.046,-98.366,56.425,0.016,67.037,15353.600,5009730.048
-34.516,37.829,1.148,55.199,-25.819,78.111,1.210,-37.623,27062.200,11173319.680
-15.868,-40.435,0.383,80.458,-34.962,49.388,0.875,26.860,34449.700,5427521.536
