Amplitude1,PhaseShift1,Omega1,Beta1,Amplitude2,PhaseShift2,Omega2,Beta2,Buckling,Stiffness
174.199,-18.899,0.064,-34.761,-29.162,8.778,0.317,42.917,-18834.500,11391713.280
-0.167,-84.791,0.276,80.705,36.624,-24.041,1.905,-61.023,27678.000,5996724.224
19.787,72.862,1.011,6.750,126.820,40.537,1.926,87.505,14289.300,2053014.784
-39.575,6.739,0.718,8.593,24.884,-19.929,0.900,6.293,12334.900,3310053.888
-5.508,-38.338,1.898,-0.855,80.969,-2.666,0.085,-14.649,-10572.700,2508263.680
-107.447,-87.199,0.052,-55.731,-105.721,7.886,0.385,36.889,-27826.600,10710175.744
-6.758,-25.456,1.761,-11.126,112.364,28.253,0.679,-89.354,-15111.300,2286899.968
-57.027,31.040,0.199,-14.707,-39.769,56.708,0.864,31.170,15681.500,7120107.008
-11.131,88.570,1.344,-5.654,16.589,64.270,0.607,57.521,15128.900,6520990.720
-150.042,-81.123,0.939,-68.947,17.725,-43.730,1.078,9.483,-32968.000,5034669.056
-152.398,41.229,1.086,-79.051,179.708,54.209,0.528,52.184,-34140.800,6701405.696
88.070,4.794,0.192,19.591,-86.826,84.261,0.487,10.503,16004.100,7566097.920
-40.970,27.210,0.722,13.633,-179.642,79.236,0.133,-18.104,15144.100,4879371.264
9.467,-79.853,1.506,13.032,-60.476,-16.916,1.685,-86.780,15980.200,2829475.584
-63.832,55.710,0.629,-28.564,-197.674,-70.345,1.987,-86.306,-16450.300,3625132.800
-142.624,88.778,1.590,89.553,154.569,14.888,0.048,78.289,23243.500,2430088.192
-155.294,-13.475,0.390,63.621,6.202,46.768,1.916,17.356,31823.800,7345821.696
96.210,-6.403,0.925,57.577,-5.650,56.095,1.907,-8.550,25797.900,6406264.832
6.553,-14.703,1.888,-19.011,-16.435,-88.462,1.099,1.937,-13505.200,3854744.832
-18.405,76.768,1.340,33.342,-22.638,76.688,0.055,-64.475,20588.500,9519591.424
-6.851,-50.794,1.787,14.747,22.380,-53.896,1.826,51.968,14865.300,7914672.640
7.579,35.435,0.177,28.577,-116.410,18.391,0.041,71.588,18628.100,7582470.656
42.907,-40.648,1.867,62.831,-108.690,-29.069,0.464,-22.841,30347.200,8957206.528
-7.773,-47.414,1.614,-6.692,-193.103,-75.859,0.116,72.584,15583.100,3921632.256
-22.684,-78.145,1.268,-36.599,-85.863,-18.943,1.190,89.404,-20435.900,6433600.512
-22.373,-81.912,1.652,-47.926,11.613,81.637,0.192,-59.770,-19289.900,11038863.360
-121.387,33.502,0.437,-22.730,69.689,23.460,1.457,-77.914,-15839.200,3732658.688
62.981,46.136,0.562,-3.110,-89.580,74.161,1.116,-80.683,-15915.700,3203509.248
-58.398,-89.145,1.165,60.288,-5.628,-21.378,1.880,2.677,31772.800,5818430.976
5.453,0.747,1.908,1.419,-104.553,20.439,0.206,-47.021,-14036.900,7097178.112
108.700,70.958,0.952,60.691,-17.227,41.784,1.575,40.549,23787.700,10823741.440
19.321,1.881,1.361,-36.161,-48.004,-7.483,0.814,-34.245,-19882.400,10003929.088
-31.618,-74.641,1.288,83.966,-70.484,-85.680,0.428,-41.335,-32599.200,7342730.752
-5.894,0.028,0.168,40.764,-40.983,-5.345,1.470,-55.497,20811.800,11650386.944
38.634,27.983,1.107,43.872,-16.101,-32.367,1.500,-36.312,20447.100,11578618.880
-14.359,26.439,0.265,-61.648,9.620,68.834,0.509,-63.111,-21465.700,9018778.624
-17.635,-61.284,1.188,22.892,-24.498,86.234,0.437,74.280,18037.700,5373395.456
-81.682,82.718,0.474,41.089,51.597,-0.227,0.638,12.504,27548.100,7986468.864
-16.582,-34.794,1.236,47.730,2.760,25.256,0.302,-27.067,26951.000,10694812.672
-36.906,-36.370,1.550,-55.431,-15.250,-36.590,0.715,73.646,-22471.000,7781700.096
38.422,53.405,1.303,-50.810,-9.819,35.159,1.734,-29.258,-24632.300,10351872.000
-28.012,34.883,1.252,41.747,-9.130,4.602,1.830,30.034,21680.200,10856863.744
13.368,24.664,1.958,-54.605,114.120,41.008,0.734,53.694,-24619.600,11407618.048
130.444,-64.841,1.526,77.713,-11.277,78.423,1.326,1.286,30722.100,2711537.152
57.581,40.311,0.827,-40.898,-27.632,-11.240,0.853,-5.780,-27139.300,7106347.520
-64.927,69.333,1.771,-67.031,-27.462,-26.378,0.324,-8.090,-32891.500,5429853.696
61.887,-56.437,0.225,-25.789,-199.653,-32.033,1.941,-79.758,-17401.200,5008967.680
-191.506,23.289,0.022,-9.822,-55.631,77.799,0.747,33.779,14617.400,6915236.352
16.605,68.121,1.606,-40.480,140.349,-78.882,1.068,79.863,-21605.000,7586867.200
67.725,13.788,0.655,-31.827,-32.451,88.972,1.589,-53.596,-19237.600,10970143.744
126.985,9.787,0.995,73.945,-98.884,37.511,0.739,75.930,22251.100,4418203.648
-172.504,-0.717,0.364,-72.818,-36.798,-68.931,1.006,38.334,-33089.400,7874113.536
-187.917,-8.473,0.073,-29.744,-55.783,57.075,1.314,85.634,-21296.800,6583777.792
-67.343,-24.264,0.860,-47.036,10.399,-81.178,1.385,-3.707,-21783.500,6639901.184
79.288,50.652,1.916,-70.974,27.352,31.949,0.992,-26.478,-32273.500,6962317.312
-185.118,77.963,0.240,-26.316,93.920,-29.708,0.540,39.847,15742.800,7753136.640
120.527,-5.300,0.455,-85.663,-69.363,-42.194,1.182,58.696,28613.700,6020881.408
-64.098,-54.924,0.752,39.139,37.934,-62.949,1.060,42.406,18893.300,10977967.104
38.134,87.817,0.737,75.650,91.446,-31.101,1.237,-70.384,24892.200,5445265.408
-79.501,-72.132,0.590,67.862,-23.163,60.843,1.962,-54.801,25474.700,9426468.864
-8.195,-57.343,1.557,-1.976,59.606,-73.111,1.103,-69.848,-15098.100,4136005.376
54.007,-75.860,1.353,-57.981,52.984,-27.666,0.952,88.944,-23652.300,6126488.576
150.701,-40.868,1.215,-71.203,50.540,85.690,1.793,-63.909,-24860.400,7720050.688
-111.009,-67.038,0.374,56.003,-51.368,-83.309,0.063,-20.422,27206.100,9431629.824
-40.955,62.313,0.840,30.137,142.960,48.250,1.519,80.581,20609.500,6174777.856
-6.421,-39.620,0.461,64.490,-3.298,-8.995,1.175,-10.436,33196.400,5708804.096
110.879,-76.209,1.002,70.320,28.092,9.234,1.356,45.653,27474.800,9228957.696
9.259,65.101,1.520,-12.908,-33.631,35.145,1.271,47.042,15281.000,8099991.552
-68.302,29.198,0.397,-79.863,26.985,13.096,0.922,18.390,-33214.400,3745826.816
98.474,11.856,0.639,53.986,75.320,4.041,1.143,-88.075,22027.100,6575477.248
27.654,-85.729,0.008,84.719,-62.880,50.751,0.196,88.412,21706.800,1772062.976
42.553,-28.785,0.685,4.071,-35.975,30.658,1.706,-57.262,-15286.100,6921702.400
58.559,39.344,0.315,-62.698,-23.921,-39.356,0.934,-11.063,-32678.800,6048174.592
-31.257,-83.224,1.062,36.007,-26.208,39.964,0.957,-21.224,21086.500,8218013.696
-5.941,-71.280,1.827,0.411,33.365,-83.827,1.087,39.327,13204.100,6563600.384
-77.020,-8.092,0.421,-45.466,87.326,80.942,1.403,-78.725,-21551.100,7754423.808
-198.489,-68.946,0.059,-69.754,-10.929,-49.636,0.184,34.547,-33949.700,8630858.752
20.130,14.537,1.279,69.463,-2.298,17.351,1.157,-61.951,24734.500,7790957.056
149.655,-84.299,0.162,-15.341,46.425,7.568,1.432,56.878,15212.700,6560718.848
-99.923,-86.916,0.790,53.242,-117.774,-89.388,1.229,70.904,20359.000,8794847.232
-63.534,60.306,0.674,31.369,-10.622,23.199,1.415,-12.412,23786.900,7299740.160
21.860,-33.699,0.781,72.491,19.749,-87.779,1.558,49.002,27695.300,8695181.312
32.147,-56.120,1.902,59.024,32.087,71.835,1.362,-48.677,25083.800,11020124.160
-144.676,58.355,1.081,81.744,108.996,-1.339,0.471,24.959,33512.400,4226798.336
30.136,-48.246,1.117,38.021,178.971,19.456,1.376,77.423,19165.600,7578791.424
-72.267,59.458,0.622,-30.633,64.475,70.167,0.561,8.122,-12757.800,4097328.640
12.684,-42.015,1.377,-20.151,-119.878,-21.914,1.533,-81.985,-17226.100,3791581.440
-39.796,21.885,1.140,-46.394,-40.801,-25.972,1.738,-82.979,-20714.300,7050827.264
15.139,-20.524,1.329,25.564,168.419,80.226,0.444,49.400,15442.300,9518732.288
-2.001,56.933,0.151,17.705,-152.016,-45.299,0.758,-81.222,18023.400,3962553.600
-7.838,19.785,1.597,-4.109,50.772,-56.502,0.690,22.538,12053.300,3792036.608
95.636,-64.299,1.148,-85.875,-48.815,-14.750,0.911,81.715,-22931.200,2135213.056
-15.964,46.528,1.408,32.191,41.329,-59.942,1.743,-78.811,20837.800,6793768.960
-16.933,-30.542,1.464,35.410,38.317,-68.145,0.972,37.586,19009.600,10672684.032
-23.758,-43.997,1.046,24.963,-13.445,49.733,0.647,84.408,18827.800,4455412.224
29.339,-37.036,0.854,-13.470,8.020,-23.274,1.860,27.082,-15187.400,6316882.432
169.991,61.141,0.441,80.901,-11.816,-35.841,1.334,11.309,31865.600,2794453.760
50.993,64.163,0.399,56.748,-30.762,34.429,0.851,-16.733,30144.400,7817755.136
94.025,79.476,1.853,87.457,-21.507,-52.282,1.200,-31.316,-37368.100,5746331.136
-182.226,-15.893,1.944,83.051,-21.904,29.492,1.078,-23.966,35645.100,4646571.520
17.480,-77.874,1.262,27.663,12.129,-79.712,1.283,4.060,15683.100,5445616.128
-12.907,-1.646,1.454,26.230,132.671,50.353,1.044,66.244,17043.200,7643739.136
6.209,53.724,1.843,11.646,-44.056,45.115,0.075,-41.941,-14869.700,7941808.640
-10.644,5.729,1.512,-21.421,74.017,-62.196,0.791,65.847,19122.200,7013072.384
12.837,61.201,1.480,-27.699,92.922,-60.617,0.334,11.034,-17617.400,8275201.024
-30.263,-31.705,1.861,-56.717,-156.373,83.405,1.025,-72.288,-21341.500,8215319.552
46.972,63.966,1.694,61.897,105.758,63.057,0.233,8.661,31981.800,5866529.280
-44.060,-68.370,1.947,-81.307,-33.005,-15.576,0.775,-0.223,-31105.200,2607969.536
-49.991,-70.435,1.047,47.827,-61.419,86.860,1.164,55.923,21574.100,11133448.192
-18.235,-73.880,0.610,59.294,-129.478,27.240,0.030,-27.521,30756.000,9943445.504
-9.340,3.469,1.796,-29.037,1.531,12.083,0.500,-12.953,-17633.200,6368801.280
85.208,9.097,0.141,42.972,44.610,-19.051,1.292,52.898,19249.000,11881321.472
18.683,18.250,1.426,37.085,-30.815,5.338,0.988,47.879,18252.800,11795874.816
1.664,-85.817,1.064,5.625,11.921,-20.782,1.548,28.308,12602.100,5463226.368
-7.793,37.767,1.716,-18.047,-32.172,87.723,0.785,-0.915,-13316.000,3773569.024
21.730,-16.496,1.315,37.643,-8.142,-8.265,1.395,83.951,20322.900,6807948.288
-34.619,45.142,0.648,74.971,-5.514,16.552,0.297,60.663,24715.700,6994726.912
36.403,-51.609,0.829,-60.604,-169.314,-76.294,1.488,-77.096,-21666.200,6702183.936
53.162,29.953,1.129,52.212,-133.431,11.781,0.445,-50.801,21989.900,11408748.544
-37.968,-30.032,0.763,-65.891,-86.801,74.700,0.094,71.801,-23301.300,6675565.056
-57.198,66.749,0.955,-47.719,-109.924,44.569,1.300,-68.047,-19509.900,9505765.376
28.188,12.547,1.180,-71.787,-144.040,-61.581,0.874,-74.559,-22784.600,5121256.960
-3.313,86.216,0.346,65.146,-9.145,-47.290,1.594,-18.859,34025.100,6907687.424
-36.436,-59.318,0.333,-39.150,-109.123,53.820,0.808,81.120,-22279.600,7586814.464
-81.549,58.975,0.493,-2.277,131.344,63.773,0.036,-82.320,-16075.100,2795510.528
-137.833,75.544,0.084,-87.471,28.016,19.696,0.102,-67.184,-25299.500,4494213.120
-20.450,71.082,0.597,11.999,187.375,-82.404,0.163,-55.703,-16556.600,8136026.624
-8.405,-70.225,0.666,7.085,194.121,-78.684,0.339,-47.251,-13174.500,6118082.048
19.872,41.917,1.326,34.647,25.054,70.412,0.353,5.322,19679.800,6130398.720
-72.961,-13.283,0.290,21.813,-26.232,0.150,0.655,32.869,13825.800,7552099.328
7.556,-62.695,1.817,-22.010,43.907,22.085,1.605,-58.876,-16194.600,8353990.144
48.340,-22.985,1.221,-52.694,-8.535,72.472,1.539,6.505,-30571.800,6957104.640
48.283,51.544,0.773,30.711,137.298,-50.525,0.548,-72.836,-18784.900,6776908.288
17.309,12.711,1.979,85.373,61.130,-9.300,1.798,-66.627,-26658.500,4514583.552
-74.320,-27.407,1.443,87.977,-88.935,-43.412,0.348,-11.638,-36828.000,4299267.584
-22.138,49.728,1.019,-18.620,-150.979,-48.699,0.251,16.839,-11867.100,3238515.456
-69.014,52.576,1.875,70.221,-14.801,-46.944,1.565,-35.142,32790.200,8830541.824
-44.220,80.904,0.731,21.029,-10.229,-47.840,1.446,13.148,16030.400,4948230.656
-88.272,-49.965,0.242,65.794,-22.149,-44.814,1.034,20.484,32367.700,7126309.376
11.964,-82.530,1.294,-5.037,-6.338,-39.771,0.518,28.033,13223.500,5576745.472
5.839,33.958,1.845,2.421,34.092,-71.225,0.804,16.100,10952.700,2907265.792
113.178,-29.144,0.604,-74.665,-47.843,-65.526,0.565,32.239,-35902.100,6667607.040
111.859,7.719,0.903,-59.867,-111.312,-66.930,0.576,-42.266,-25667.800,10470784.000
177.766,25.649,0.429,-44.282,-45.455,89.953,1.972,-64.748,-20677.200,9564538.880
173.267,83.576,0.801,-75.576,18.179,-12.647,1.644,43.862,-32931.700,8185764.352
-20.691,17.102,0.983,4.343,100.013,-22.671,0.920,68.007,14870.900,4685578.240
-140.995,16.696,0.091,-86.515,-61.925,-45.815,0.629,58.327,28691.500,6189944.320
178.620,22.512,1.703,-77.418,-127.270,69.313,0.670,-52.924,-30955.100,7698783.232
-55.420,-38.737,1.756,-64.740,11.998,82.620,1.977,41.503,-28762.700,10238821.376
186.483,2.286,0.032,-64.400,-8.473,65.422,1.611,15.212,-33615.300,6661958.144
59.488,30.428,1.157,55.036,-165.044,-74.965,0.147,63.473,19929.500,10009070.592
12.060,-35.300,1.563,29.244,6.564,53.111,1.009,-32.951,18357.600,10159388.672
40.020,-54.807,0.816,-27.080,-22.157,1.361,1.367,-39.322,-16077.200,9656144.896
155.728,-76.919,1.396,77.305,147.626,25.695,0.267,-71.466,24306.200,4704997.376
179.644,-21.389,0.691,-63.890,14.889,-16.300,1.218,-15.261,-32427.700,5804306.432
34.779,57.570,1.835,76.115,-12.426,-37.712,1.411,-22.258,35722.300,5531821.568
133.055,-9.985,0.101,-89.293,6.577,-38.065,1.808,13.399,32412.000,2591382.016
0.915,-53.950,1.473,10.630,85.296,3.062,1.048,-87.698,15308.600,2352353.024
-146.865,-73.219,0.182,-44.571,-35.056,-64.821,0.843,23.380,-26845.800,9547495.424
71.209,48.032,0.890,-88.455,12.608,38.531,1.869,40.982,35013.900,6847302.144
-43.243,-53.041,0.116,-51.381,-143.325,-4.867,0.373,4.288,-28914.700,8009180.672
-33.238,-14.950,0.782,7.810,-127.064,58.026,1.251,85.791,15224.300,2464804.352
8.862,28.361,1.707,-23.357,-90.973,-1.474,0.585,77.226,-19508.000,5550957.568
79.103,-37.714,1.149,68.685,-196.411,13.876,0.307,-36.961,28969.500,9008349.184
3.773,-60.525,1.727,-59.659,109.892,48.754,0.828,83.326,-22699.700,6123715.072
6.138,-42.421,1.803,-8.135,157.957,-77.172,0.258,-68.221,-15179.800,5186961.920
-28.520,54.680,0.204,-43.454,-84.167,-86.979,1.640,87.168,-22066.500,7180743.168
-12.651,36.054,0.914,45.742,-139.014,-74.523,0.214,44.496,21889.600,12336848.896
10.217,44.477,1.585,23.702,31.509,-81.936,0.392,-59.542,-19530.600,8695665.664
-25.369,21.299,1.446,89.071,14.482,42.788,1.889,-44.614,-33366.400,6984776.192
58.806,-58.096,1.024,50.657,14.735,60.169,1.258,-19.215,24993.700,8654288.896
-14.422,85.689,1.533,34.253,-12.417,-26.885,1.584,-30.314,19352.200,10413381.632
-6.116,-3.651,1.810,-4.909,-61.963,-34.552,1.848,67.357,15003.800,4416675.328
-114.767,32.435,1.744,79.047,-40.123,-30.869,1.306,51.244,28542.600,7493921.280
31.007,74.322,1.926,-58.843,12.620,11.095,0.698,-25.105,-29808.800,9257240.576
-65.109,89.994,0.707,-35.778,9.019,2.026,1.493,-5.327,-15592.300,5423114.752
-152.815,74.738,1.404,73.443,-136.782,-53.325,0.586,-52.616,25696.300,7555481.600
-50.199,-5.827,0.452,-76.964,-35.274,80.099,0.367,-16.038,-32909.100,3542146.560
-55.118,-19.862,0.807,-80.731,-92.725,-51.336,1.204,79.427,-23536.300,2936418.560
29.614,18.760,0.893,-20.606,36.403,-18.041,0.497,14.315,-16393.200,5198255.616
48.427,-9.432,0.130,-12.308,8.162,32.708,0.278,-83.969,-14708.300,2389024.512
-67.066,21.087,0.546,-82.843,134.627,10.177,0.240,-30.096,-35540.900,4594080.256
-22.367,-11.587,0.568,16.187,-9.222,-84.946,1.673,-23.206,14649.000,6074588.160
-15.228,65.647,1.204,15.462,12.840,64.793,1.695,35.898,14090.300,7746481.152
198.555,-0.383,0.974,-74.427,-106.875,-68.413,0.286,20.372,-32487.200,3521177.600
-29.744,76.615,0.343,6.266,51.310,61.562,1.223,54.391,14569.200,6965251.584
-9.535,-31.527,1.976,72.286,33.474,-41.855,0.963,63.129,23669.100,7081690.112
-52.125,-7.387,0.745,-38.270,19.759,-3.699,1.140,24.487,-19255.200,9082038.272
30.108,42.190,0.881,19.979,-161.249,76.495,0.002,-73.514,-17104.500,4933809.152
65.367,36.927,0.307,-37.928,-12.631,29.561,1.782,-37.664,-18941.200,11697377.280
19.452,-68.175,1.647,45.064,50.123,26.388,0.223,-65.956,21688.900,10078256.128
70.201,84.620,0.378,9.474,102.388,24.428,1.993,74.918,14716.000,3204208.384
19.250,48.567,1.032,-8.930,171.982,-80.799,0.244,-49.327,-13877.800,7669332.992
47.191,-17.695,1.123,-49.516,177.638,62.151,0.418,-40.549,-22235.100,11615985.664
-22.842,62.890,0.933,2.861,-50.843,-54.835,1.661,62.396,15179.800,5863986.688
16.910,-26.119,1.391,32.406,107.297,73.639,0.413,-9.558,18808.700,8708352.000
60.924,10.187,0.582,-10.337,34.645,-63.521,0.756,0.139,-12665.400,3544081.408
-9.704,-52.473,1.627,23.957,138.197,-6.781,0.403,21.452,15511.000,7375216.128
-41.445,-66.605,1.685,-78.691,104.139,-58.147,0.618,-50.490,-30994.700,7334533.632
9.149,47.169,1.577,-17.493,6.390,67.945,1.762,-1.542,-12635.600,3549742.848
-180.383,32.154,0.298,27.337,-8.486,18.122,1.777,-25.700,16970.000,7458861.568
9.403,-24.852,1.497,-11.739,54.388,15.961,0.100,-85.103,-15159.800,2474043.136
-100.174,-10.926,0.214,42.657,-176.617,-64.009,0.179,69.559,19507.100,9467825.152
39.845,-22.442,1.489,82.929,116.657,-5.879,0.124,-6.487,28348.800,1901001.728
157.618,-17.446,0.505,-68.216,-0.384,-59.466,0.480,-7.644,-32664.600,4813600.768
63.123,4.109,0.328,-50.161,-23.602,-70.254,1.156,-31.837,-24049.700,11274768.384
33.266,73.203,1.095,39.593,-7.948,37.201,1.840,25.547,21085.400,9902311.424
-84.894,-66.024,0.992,-57.226,-159.398,28.025,0.708,-69.076,-20119.500,8798507.008
-23.817,-60.405,0.964,-76.101,73.036,-12.881,0.128,29.031,-35789.700,7351145.472
24.433,8.194,0.015,-89.497,138.280,-10.107,1.245,70.308,25429.300,3584817.920
-61.796,-33.002,1.420,-83.992,63.534,6.674,0.721,64.528,27245.800,5359895.552
107.737,-80.725,0.283,46.551,3.593,52.692,1.128,50.524,20343.600,12210221.056
59.451,-44.974,0.408,-34.277,-10.421,-40.520,1.513,-19.707,-16825.000,7645907.968
-136.928,-62.094,1.433,78.157,171.109,-13.889,0.378,61.279,24655.500,6104821.760
80.983,78.072,0.139,-7.530,92.488,45.864,1.016,59.547,14764.700,6080910.848
23.151,4.923,1.740,50.376,39.312,-33.068,1.630,-58.136,22830.900,11246565.376
-47.652,55.383,0.916,-49.131,118.557,-57.233,0.891,-75.694,-20347.200,8102153.728
-196.480,-45.791,0.254,-41.782,55.346,55.214,0.939,45.888,-24448.100,11775199.232
8.271,14.838,1.722,21.693,-27.708,-58.726,0.881,-14.005,15108.900,5050315.776
123.331,83.887,0.352,-16.713,-17.681,67.356,1.480,-38.088,-17165.900,10210049.024
10.169,19.316,1.779,-32.381,24.876,-36.317,1.444,-45.078,-17285.600,11343531.008
42.296,-49.615,1.076,61.370,5.024,59.173,1.750,3.001,30732.500,5507837.952
-176.690,-34.431,1.619,79.696,154.187,-50.674,0.771,-61.504,27558.900,6083854.848
9.385,78.870,1.669,-24.747,95.516,88.575,0.458,-4.559,-15860.100,6934174.208
135.105,-2.579,1.937,86.459,-17.589,-15.155,1.696,82.355,22303.700,2042734.464
9.117,-63.288,0.524,-53.078,-35.864,75.500,1.665,-56.520,-20602.000,11534577.664
-15.224,38.503,1.306,-23.942,52.572,5.890,0.659,19.417,-16206.200,5891245.568
189.875,-43.281,0.120,-33.090,7.324,-77.487,1.953,26.454,-17154.700,8253262.336
-183.755,-12.415,0.489,86.816,70.694,-41.360,1.276,-74.453,-24695.200,3263975.936
-76.430,-19.679,0.509,-0.254,-15.669,-28.235,1.351,-28.671,-13284.600,6427897.344
25.229,-2.966,1.244,44.780,-113.875,2.367,0.014,-84.934,21525.200,7096624.640
-123.582,-58.829,0.105,-82.087,43.640,33.345,0.597,7.089,-29656.300,2270014.976
-8.053,-4.449,1.673,16.936,88.084,47.775,1.337,65.355,16007.700,6371018.752
-32.492,-3.479,0.855,20.938,-32.838,30.230,0.783,6.174,15033.900,4200144.128
-185.919,60.108,1.718,-83.819,-12.324,71.457,1.270,-2.190,-29357.900,2064234.496
-35.246,-67.196,0.969,34.628,41.131,-65.308,0.714,17.555,20158.100,8250128.896
21.298,-2.700,0.912,23.407,-108.609,78.642,0.511,-32.777,14151.400,5501929.984
-15.163,-33.441,1.374,-28.659,-22.936,-17.434,1.612,81.917,-19865.500,5875867.648
52.290,-25.519,0.646,88.136,2.272,43.994,0.463,-33.921,-37053.400,6394806.784
39.764,-41.497,1.159,47.074,-29.071,-77.917,1.747,-54.886,20093.200,11403048.960
42.125,50.773,0.671,12.402,52.871,23.677,0.410,-65.875,-15241.200,5104366.080
170.211,32.729,0.099,73.477,-60.178,-83.847,0.251,-75.224,23939.400,4450889.216
31.638,-78.797,1.820,57.688,114.673,-22.922,0.055,68.041,21192.900,8562782.208
18.537,-18.527,1.190,-24.781,-94.845,27.532,1.411,-80.792,-18617.000,4723254.272
-17.186,-46.674,1.749,-44.762,-53.260,-28.090,0.301,1.265,-24967.900,7107313.664
146.943,-86.580,0.815,-87.990,-34.672,-33.436,0.651,84.990,-22251.200,1764476.416
-161.418,71.542,0.337,30.533,-5.990,-54.713,1.856,-9.391,23495.000,7270446.080
199.304,16.849,0.206,4.861,13.032,-22.443,0.735,58.305,15543.400,7605845.504
-5.552,44.253,1.974,-13.897,110.029,46.702,0.121,72.691,17195.300,4501195.776
-9.591,-54.492,1.082,-55.230,7.762,67.902,1.920,-28.234,-27928.700,10216929.280
63.043,-57.649,1.558,69.356,199.038,-2.579,0.165,40.953,26215.500,9428414.464
12.540,-60.120,0.181,11.041,-22.085,-85.467,1.884,-52.731,-15558.600,7492923.904
76.385,10.636,1.457,71.936,-17.891,35.094,1.230,25.906,33648.200,6505082.880
-44.925,-5.783,1.061,-46.203,-13.169,15.917,1.112,-45.246,-17695.500,12180420.608
81.990,-83.152,0.126,19.208,-94.273,-48.848,1.002,59.536,16866.300,8212704.768
-189.389,70.141,1.845,-87.170,-119.914,-87.551,0.891,77.335,23902.900,2687521.536
11.414,-52.899,1.330,6.435,10.792,-59.618,1.392,11.010,10656.300,2816636.928
10.020,-37.678,1.407,-1.284,9.294,-53.194,1.511,12.101,11044.800,2780870.912
47.198,66.824,1.131,-49.453,13.917,60.873,1.568,34.496,-24801.200,11083575.296
105.672,82.003,0.255,-37.856,-17.375,-69.783,1.949,-49.033,-18977.600,12342550.528
-12.739,-73.269,1.312,-14.813,23.841,2.279,1.297,-57.941,-15331.900,7673410.048
-62.622,-69.164,1.494,-62.860,120.489,-11.380,0.065,48.013,-24472.800,10342633.472
-36.719,88.268,1.765,59.223,-68.120,-35.175,0.612,-44.900,25223.400,10851805.184
0.212,-21.395,1.383,-72.653,25.122,88.806,1.653,50.795,-29196.200,8617651.200
-8.960,40.627,1.589,-17.149,-165.531,67.304,0.374,23.983,16079.600,7466373.120
-47.518,3.579,1.229,-52.924,-32.631,80.839,0.857,-21.343,-26178.500,8546169.856
137.177,34.685,1.631,81.856,23.823,-29.859,0.962,-15.863,33992.900,3456544.000
-24.901,5.904,0.899,-5.787,-160.453,10.716,1.989,89.688,14138.700,1938312.320
-135.019,-62.894,0.422,-67.676,-8.062,54.417,0.976,-82.298,-22570.600,4204054.272
13.448,-72.914,1.598,-34.403,8.521,21.218,1.539,-6.303,-20060.000,6408985.600
71.633,50.305,0.605,-27.707,103.678,3.556,0.533,-38.385,-19146.500,9908312.064
-106.760,80.346,0.030,-58.349,11.332,-5.723,0.145,-11.535,-31364.700,6769879.552
31.241,-11.739,1.105,38.075,70.116,-3.652,0.823,62.385,17177.300,10442168.320
121.208,57.834,0.365,-9.016,77.283,-57.742,0.193,-27.812,-14372.900,6229943.808
62.096,54.198,0.294,48.277,62.258,-38.688,1.672,-85.729,22414.800,7210281.984
