Amplitude,PhaseShift,Omega,Beta
-67.3425,-24.2635,0.8604,-47.0359
79.2884,50.6521,1.9163,-70.9742
-185.1181,77.9630,0.2403,-26.3162
120.5271,-5.2998,0.4549,-85.6631
-64.0978,-54.9238,0.7523,39.1389
38.1338,87.8175,0.7373,75.6497
-79.5008,-72.1319,0.5897,67.8619
-8.1950,-57.3433,1.5568,-1.9761
54.0067,-75.8603,1.3530,-57.9812
150.7005,-40.8679,1.2152,-71.2034
-111.0094,-67.0377,0.3736,56.0029
-40.9547,62.3126,0.8397,30.1365
-6.4212,-39.6204,0.4613,64.4895
110.8792,-76.2085,1.0021,70.3199
9.2594,65.1009,1.5196,-12.9081
-68.3021,29.1979,0.3973,-79.8632
98.4741,11.8564,0.6394,53.9864
27.6538,-85.7286,0.0076,84.7193
42.5532,-28.7848,0.6848,4.0714
58.5589,39.3441,0.3151,-62.6981
-31.2572,-83.2236,1.0623,36.0071
-5.9415,-71.2803,1.8268,0.4109
-77.0200,-8.0925,0.4215,-45.4660
-198.4890,-68.9458,0.0588,-69.7539
20.1298,14.5370,1.2788,69.4629
149.6552,-84.2989,0.1616,-15.3407
-99.9234,-86.9157,0.7899,53.2425
-63.5341,60.3056,0.6739,31.3686
21.8604,-33.6993,0.7808,72.4913
32.1471,-56.1198,1.9018,59.0239
-144.6756,58.3552,1.0815,81.7443
30.1357,-48.2459,1.1170,38.0212
-72.2667,59.4583,0.6223,-30.6329
12.6842,-42.0152,1.3769,-20.1512
-39.7964,21.8851,1.1402,-46.3939
15.1394,-20.5238,1.3292,25.5640
-2.0014,56.9332,0.1513,17.7046
-7.8382,19.7846,1.5965,-4.1095
95.6358,-64.2994,1.1483,-85.8753
-15.9637,46.5283,1.4081,32.1914
-16.9333,-30.5424,1.4640,35.4104
-23.7575,-43.9973,1.0462,24.9632
29.3386,-37.0358,0.8536,-13.4695
169.9913,61.1411,0.4413,80.9015
50.9931,64.1627,0.3994,56.7483
94.0251,79.4758,1.8527,87.4573
-182.2257,-15.8931,1.9441,83.0512
17.4804,-77.8743,1.2620,27.6631
-12.9070,-1.6461,1.4537,26.2304
6.2092,53.7237,1.8427,11.6458
-10.6440,5.7291,1.5118,-21.4206
12.8370,61.2012,1.4798,-27.6988
-30.2628,-31.7050,1.8614,-56.7170
46.9716,63.9664,1.6942,61.8966
-44.0598,-68.3698,1.9470,-81.3074
-49.9914,-70.4348,1.0472,47.8270
-18.2347,-73.8796,0.6096,59.2940
-9.3398,3.4690,1.7958,-29.0369
85.2081,9.0970,0.1411,42.9716
18.6830,18.2497,1.4263,37.0846
1.6639,-85.8171,1.0636,5.6246
-7.7928,37.7670,1.7160,-18.0465
21.7300,-16.4956,1.3151,37.6434
-34.6192,45.1419,0.6477,74.9707
36.4031,-51.6095,0.8294,-60.6041
53.1618,29.9529,1.1295,52.2116
-37.9675,-30.0324,0.7627,-65.8912
-57.1980,66.7490,0.9554,-47.7191
28.1878,12.5475,1.1803,-71.7874
-3.3131,86.2161,0.3458,65.1457
-36.4364,-59.3178,0.3325,-39.1504
-81.5488,58.9750,0.4935,-2.2773
-137.8332,75.5439,0.0841,-87.4706
-20.4498,71.0821,0.5969,11.9986
-8.4053,-70.2253,0.6663,7.0855
19.8718,41.9174,1.3260,34.6471
-72.9612,-13.2831,0.2896,21.8131
7.5555,-62.6950,1.8172,-22.0099
48.3397,-22.9855,1.2209,-52.6942
48.2828,51.5440,0.7732,30.7110
17.3092,12.7108,1.9792,85.3730
-74.3199,-27.4068,1.4429,87.9774
-22.1383,49.7276,1.0193,-18.6204
-69.0136,52.5764,1.8753,70.2213
-44.2202,80.9043,0.7310,21.0289
-88.2722,-49.9648,0.2423,65.7943
11.9636,-82.5301,1.2945,-5.0371
5.8389,33.9578,1.8451,2.4205
113.1780,-29.1444,0.6041,-74.6647
111.8588,7.7191,0.9029,-59.8667
177.7656,25.6487,0.4294,-44.2819
173.2665,83.5759,0.8013,-75.5756
-20.6906,17.1023,0.9828,4.3426
-140.9955,16.6959,0.0913,-86.5149
178.6198,22.5116,1.7030,-77.4178
-55.4200,-38.7369,1.7562,-64.7397
186.4832,2.2858,0.0316,-64.3995
59.4879,30.4280,1.1575,55.0360
12.0603,-35.2996,1.5629,29.2444
40.0202,-54.8069,0.8159,-27.0796
155.7281,-76.9194,1.3964,77.3052
179.6439,-21.3890,0.6912,-63.8896
34.7786,57.5699,1.8345,76.1150
133.0552,-9.9847,0.1007,-89.2925
0.9148,-53.9505,1.4730,10.6295
-146.8651,-73.2194,0.1824,-44.5710
71.2086,48.0317,0.8897,-88.4548
-43.2431,-53.0415,0.1159,-51.3807
-33.2377,-14.9502,0.7818,7.8103
8.8618,28.3610,1.7067,-23.3565
79.1034,-37.7142,1.1494,68.6853
3.7730,-60.5250,1.7267,-59.6588
6.1383,-42.4213,1.8032,-8.1348
-28.5195,54.6797,0.2038,-43.4538
-12.6508,36.0539,0.9139,45.7416
10.2170,44.4768,1.5851,23.7020
-25.3688,21.2990,1.4462,89.0710
58.8065,-58.0955,1.0235,50.6570
-14.4218,85.6893,1.5329,34.2531
-6.1158,-3.6513,1.8103,-4.9085
-114.7675,32.4346,1.7445,79.0472
31.0066,74.3218,1.9261,-58.8430
-65.1085,89.9942,0.7070,-35.7781
-152.8148,74.7382,1.4038,73.4427
-50.1994,-5.8265,0.4521,-76.9640
-55.1181,-19.8623,0.8073,-80.7311
29.6139,18.7601,0.8929,-20.6062
48.4273,-9.4319,0.1297,-12.3083
-67.0660,21.0871,0.5458,-82.8429
-22.3673,-11.5867,0.5678,16.1873
-15.2278,65.6473,1.2037,15.4616
198.5554,-0.3831,0.9741,-74.4267
-29.7441,76.6151,0.3434,6.2659
-9.5350,-31.5267,1.9757,72.2860
-52.1247,-7.3867,0.7447,-38.2698
30.1084,42.1896,0.8810,19.9787
65.3665,36.9271,0.3073,-37.9282
19.4522,-68.1749,1.6466,45.0639
70.2008,84.6199,0.3782,9.4739
19.2497,48.5666,1.0323,-8.9295
47.1912,-17.6948,1.1228,-49.5160
-22.8423,62.8896,0.9333,2.8611
16.9101,-26.1189,1.3905,32.4056
60.9243,10.1867,0.5815,-10.3371
-9.7036,-52.4729,1.6268,23.9570
-41.4454,-66.6053,1.6853,-78.6905
9.1492,47.1694,1.5765,-17.4931
-180.3832,32.1535,0.2976,27.3367
9.4026,-24.8521,1.4969,-11.7391
-100.1739,-10.9261,0.2137,42.6565
39.8449,-22.4425,1.4891,82.9293
157.6180,-17.4462,0.5050,-68.2163
63.1234,4.1092,0.3279,-50.1610
33.2655,73.2029,1.0946,39.5935
-84.8943,-66.0239,0.9915,-57.2261
-23.8166,-60.4048,0.9637,-76.1008
24.4329,8.1943,0.0154,-89.4974
-61.7956,-33.0022,1.4200,-83.9917
107.7367,-80.7248,0.2827,46.5509
59.4514,-44.9735,0.4078,-34.2772
-136.9276,-62.0942,1.4335,78.1571
80.9825,78.0724,0.1385,-7.5299
23.1514,4.9225,1.7399,50.3755
-47.6521,55.3830,0.9158,-49.1309
-196.4797,-45.7910,0.2542,-41.7815
8.2708,14.8380,1.7220,21.6934
123.3311,83.8873,0.3518,-16.7131
10.1688,19.3155,1.7788,-32.3806
42.2962,-49.6146,1.0760,61.3703
-176.6900,-34.4313,1.6192,79.6961
9.3853,78.8703,1.6693,-24.7475
135.1052,-2.5795,1.9374,86.4588
9.1167,-63.2877,0.5240,-53.0779
-15.2237,38.5026,1.3061,-23.9422
189.8750,-43.2806,0.1198,-33.0899
-183.7548,-12.4146,0.4889,86.8161
-76.4303,-19.6791,0.5093,-0.2539
25.2286,-2.9655,1.2437,44.7798
-123.5821,-58.8287,0.1055,-82.0873
-8.0535,-4.4494,1.6731,16.9357
