Amplitude,PhaseShift,Omega,Beta
-95.8837,-54.2921,0.7575,-63.9973
167.8647,61.2696,1.1715,-72.8664
110.8250,80.1367,0.2997,-8.6512
8.7375,57.1527,1.4420,-44.0242
50.5929,85.2918,1.9277,65.5494
96.9063,-56.8684,0.4400,48.6551
52.2506,-77.2083,0.8578,40.0019
116.9102,-38.5646,0.3304,73.6288
10.1025,-1.6986,0.6005,86.6208
-46.4454,71.1005,0.6771,-13.7190
-91.0556,79.3497,1.5833,69.1313
98.8359,38.4071,0.8482,-55.5959
-187.1006,-73.4833,0.2639,89.9799
-79.8089,68.4153,0.1497,47.3965
-2.2610,77.0995,0.4007,11.7400
-130.8558,37.9521,1.0423,79.5104
-13.3810,42.7843,1.9842,44.9418
144.9874,-85.9791,0.5262,-58.7217
-11.3710,44.7325,0.8423,-52.2030
-67.1340,-39.7662,0.7817,42.6062
49.6875,-59.6565,1.0536,-48.3008
-12.7611,-27.3621,1.3241,-16.0565
-7.2889,-7.2890,1.7183,13.5527
25.2791,30.7075,1.0856,57.2662
188.5939,54.8759,1.6825,88.9781
-123.4252,-8.1291,0.0120,56.8637
2.5219,-84.9256,0.0453,-58.3462
-103.2655,15.6874,0.2676,21.4056
-22.8851,-67.4918,1.8862,53.2336
-62.9873,-6.6275,0.8941,-83.8706
23.0557,14.6947,1.2927,-76.1848
-118.2618,25.3885,0.7436,54.8824
15.5253,35.9831,1.0639,19.2650
10.5861,34.6416,1.3875,7.6229
11.5940,13.4388,1.1902,-40.5485
-13.5994,45.8904,1.2089,-2.3294
-33.5014,-0.6190,1.1264,-41.0697
-170.0808,20.4870,1.6514,76.9632
-22.3018,40.1147,1.3504,-63.5535
-143.3990,-78.4152,0.0672,-77.5527
-40.3051,-22.3968,1.3546,-53.1123
12.2192,3.7060,1.8124,38.7245
-29.1376,16.2716,1.1158,-36.9487
-92.3593,-70.9863,0.8767,-82.2731
9.8225,-41.5801,1.4751,12.5000
8.9913,-12.6926,1.4993,-6.4708
-8.5437,80.6774,1.7064,22.4294
-72.8247,-34.2715,0.0915,-23.1645
7.6626,-17.9415,1.9708,29.5479
-59.3593,-5.3884,1.0986,53.7264
-48.3448,62.5277,0.5207,33.9389
-30.5401,-69.0350,1.6028,-89.0024
12.9377,-57.7158,1.2653,-10.0391
58.5998,10.1149,1.4137,-67.2880
26.0955,6.0801,1.9345,55.7312
40.8088,-24.5520,0.7741,-41.9363
6.2131,-82.0028,1.8912,15.2963
-39.6140,3.2234,1.7814,-60.5511
-9.7657,40.8599,1.8303,32.8409
94.7583,-32.5713,1.5427,-69.2226
-34.3359,70.4626,0.7118,-26.0085
-81.8276,-58.4686,0.6409,-37.6687
-78.8738,-40.7444,0.5780,28.2600
23.8498,-74.9944,0.1339,-83.3889
23.5860,50.7955,1.0618,25.9663
54.6838,24.8504,0.6220,13.2912
-5.7357,37.0316,0.3595,-89.9707
-23.6096,-48.5692,1.2141,35.4315
-16.3928,57.9196,1.4345,-34.0485
-22.0321,-69.7598,1.4823,-43.5033
12.9550,83.2675,0.5375,-67.7574
-19.3331,-83.9030,0.1918,-0.5274
61.5589,52.8000,0.1637,-3.9931
50.8151,58.4722,0.8677,68.5088
-171.7831,-80.5280,0.1800,63.0570
-180.6275,-88.8785,0.2153,-54.3889
-5.5395,22.6965,1.8989,4.0610
42.4004,-35.6397,1.6747,82.1084
31.2252,-28.5266,1.4165,87.8182
9.8249,30.0247,1.6918,27.2710
-33.4240,64.2537,0.8196,17.3188
159.3380,18.6823,0.1963,-66.5151
21.8005,-61.9213,1.0102,-16.4675
-18.5678,-37.3236,1.2321,-85.9666
-28.4479,35.3557,1.4860,49.4719
72.5872,56.2338,1.5901,70.0183
-13.3219,66.1129,1.2247,-4.2235
35.6625,-72.7323,1.2435,85.1731
113.4580,17.3046,0.0813,-7.4913
-125.9081,69.5241,0.6638,-65.4948
-148.1558,-85.4009,0.3222,40.7294
85.1031,-26.2369,0.5487,-27.2005
-39.2263,56.5679,1.0170,45.7031
109.6599,-2.6254,0.6295,-46.1162
88.1205,27.9427,0.4752,-82.2076
-163.7429,-24.8428,1.3638,-84.3791
-97.3041,48.7084,0.4305,47.0649
-51.0341,69.8949,0.6561,64.3939
-95.1738,50.2865,0.9797,71.0097
-113.7657,-52.7059,0.3878,76.4021
59.5569,-21.2209,0.3535,-68.5021
68.2668,-89.7666,0.0381,36.0437
142.1547,-11.5734,1.3076,78.8713
-59.5539,23.5136,0.3970,-69.9630
149.0742,-4.1246,0.3477,-60.4270
-7.4845,-37.2312,0.8854,-28.1841
67.0791,7.2077,0.5831,54.2710
-56.9015,74.8529,0.8236,78.2603
132.8398,67.5565,0.3049,18.0087
-75.8533,-48.0688,0.8617,60.8282
-90.1193,-41.0633,0.4846,-14.1386
6.0615,1.5010,1.8132,-3.3632
-43.4303,86.6885,1.0239,43.4227
-172.1470,-12.6544,0.1237,-6.2625
-7.4970,-36.3984,1.6713,11.0967
-54.1877,63.4053,0.6049,0.4804
-123.4142,2.4999,0.4149,-15.2902
-47.4436,32.3388,1.0864,48.2977
-16.3169,-30.1405,0.7691,-57.5880
-14.0884,-87.4836,1.3202,-21.4711
