Amplitude,PhaseShift,Omega,Beta
37.1740,46.1924,0.9146,-32.8978
-78.4014,46.7097,0.8780,85.0897
-183.6674,65.9380,0.3303,89.5251
13.1647,26.7623,1.2278,-1.4747
-24.9004,60.9931,1.0107,23.7838
-73.7128,-89.4516,1.3684,63.4998
5.2366,76.4590,1.9561,4.8253
-107.2091,48.2141,1.9989,74.6532
-113.5818,19.8667,0.8395,-72.1211
-81.3467,-46.0845,0.2613,-28.0489
33.0502,-32.7117,0.6932,36.9369
148.8056,-10.4034,0.8467,80.7610
45.8190,48.6540,0.7215,-35.2726
-172.1119,18.8491,1.5089,-87.1700
-8.8404,-58.1365,1.4990,2.0961
199.2421,35.9560,0.2708,21.8352
11.9769,32.1927,1.3155,-10.0566
95.5591,-87.8443,1.4166,73.4314
-17.7866,-37.8853,1.3948,34.8961
103.8233,21.6097,0.5510,-36.5631
-20.3205,77.0143,1.9211,-51.8990
12.0352,-23.2531,1.5171,-82.7083
92.8413,85.4977,1.8379,71.9303
-14.3769,-24.6064,1.0157,-48.3338
161.3600,7.3043,0.0748,-29.7135
19.9725,-69.4474,1.4615,39.9346
-22.3379,-13.2627,1.1395,29.0696
-110.5321,-61.2910,0.7128,51.8656
-27.4540,28.4185,0.9061,17.3556
-138.1401,3.8827,0.2737,-1.1396
-36.7379,-20.5929,0.7459,-50.5514
25.3851,71.9358,1.1247,32.5819
-24.1608,-78.9730,0.9925,20.8450
-68.7363,88.6957,0.1394,33.8503
88.3096,-44.3713,0.2252,32.2891
48.6601,-51.1549,0.3964,-57.5112
16.0844,-23.0053,1.6456,-42.8488
43.1219,-27.5676,0.8680,40.9029
129.4165,25.3661,0.9482,-69.5162
-33.6151,-59.7442,1.6733,55.7299
-32.9338,-76.3991,1.3780,69.9978
-10.9998,13.0919,0.5047,61.4481
-28.4026,58.0040,0.4343,14.7368
173.3695,-18.9055,0.6790,-66.2912
143.1663,-16.4830,0.9803,-76.4294
