Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Theta9,Theta10,Theta11,Theta12,Theta13,Theta14,Theta15,Theta16,Theta17,Theta18,Theta19,Theta20,Theta21,Theta22,Theta23,Theta24,Theta25,Theta26,Theta27,Theta28,Theta29,Theta30,Theta31,Theta32,Theta33,Theta34,Theta35,Theta36,Theta37,Theta38,Theta39,Theta40,Theta41,Theta42,Theta43,Theta44,Theta45,Theta46,Theta47,Theta48,Theta49,Theta50,Theta51,Theta52,Theta53,Theta54,Theta55,Theta56,Theta57,Theta58,Theta59,Theta60,Theta61,Theta62,Theta63,Theta64,Theta65,Theta66,Theta67,Theta68,Theta69,Theta70
-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04,-78.04
77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60,77.60
70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32
87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00
53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00
72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19
62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34
6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16
-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20,-54.20
-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97,-67.97
-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52,-29.52
49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58,49.58
-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38,-88.38
15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93
-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83,-82.83
-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38,-47.38
-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30,-63.30
55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00
23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60,23.60
19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07
80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59
-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72
-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81,-60.81
42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40
47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53
30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90
-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45,-76.45
22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83,22.83
33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85
-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24,-34.24
83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88,83.88
-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63,-40.63
