Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Theta9,Theta10,Theta11,Theta12,Theta13,Theta14,Theta15,Theta16,Theta17,Theta18,Theta19,Theta20,Theta21,Theta22,Theta23,Theta24,Theta25,Theta26,Theta27,Theta28,Theta29,Theta30,Theta31,Theta32,Theta33,Theta34,Theta35,Theta36,Theta37,Theta38,Theta39,Theta40,Theta41,Theta42,Theta43,Theta44,Theta45,Theta46,Theta47,Theta48,Theta49,Theta50,Theta51,Theta52,Theta53,Theta54,Theta55,Theta56,Theta57,Theta58,Theta59,Theta60,Theta61,Theta62,Theta63,Theta64,Theta65,Theta66,Theta67,Theta68,Theta69,Theta70
-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05
-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65,-38.65
34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01
81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19,81.19
-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75
-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60,-71.60
46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68
-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89,-49.89
-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58
19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37
74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47
75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97
-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34,-9.34
64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76
-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00,-18.00
-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21
65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40
38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06
4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74
88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91
-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18,-48.18
82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68,82.68
0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27,-43.27
-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74,-20.74
-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26,-59.26
48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85,48.85
42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24
84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37
12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20
2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03
