Amplitude1,PhaseShift1,Omega1,Beta1,Amplitude2,PhaseShift2,Omega2,Beta2,Buckling,Stiffness
-98.965,78.062,1.339,-67.285,9.564,33.550,1.458,-7.541,-32780.100,4984032.768
8.571,-35.875,1.615,16.028,-53.539,-29.671,0.058,54.731,15243.700,8178224.128
65.802,21.323,1.137,75.220,-133.996,16.461,1.471,83.279,22432.200,3227198.720
-12.920,-39.907,1.459,26.425,127.345,-72.665,1.583,89.277,19185.800,4595531.776
-40.916,60.110,0.434,87.674,132.306,69.919,0.084,-88.153,21764.500,1627232.000
54.405,85.224,1.325,-61.190,75.779,-60.434,0.763,-78.313,-21259.200,6141022.208
99.258,84.533,0.328,-89.227,-6.197,18.810,1.914,17.278,34608.100,3292932.864
8.406,67.373,1.536,0.548,190.530,-55.689,0.192,49.109,14475.200,6591077.888
181.029,-52.475,0.721,86.114,-181.657,-74.971,1.938,83.715,22163.400,1974917.632
34.314,-28.021,1.118,-41.457,-12.906,-39.912,1.879,41.801,-23430.100,11805383.680
159.763,26.516,1.996,78.243,-191.405,57.245,0.222,-66.133,25406.100,5938125.312
146.972,-8.569,0.653,81.971,21.596,68.311,1.885,51.724,29150.900,7147549.184
-20.899,87.611,1.486,41.724,5.340,18.217,1.929,-2.183,22427.800,6985673.728
-7.158,-59.036,1.836,20.717,26.645,30.241,1.537,-64.661,-18748.200,7250557.952
-23.377,43.061,1.452,44.118,193.698,78.861,0.723,-82.227,21797.900,7257513.472
-20.302,18.825,1.819,-80.602,89.522,-63.856,0.508,-22.056,-30497.600,2765671.168
187.825,-70.805,0.958,87.285,13.229,-32.786,1.227,-3.025,28893.500,1842876.800
-153.724,-85.362,1.111,76.587,188.009,60.496,0.534,67.085,25026.700,6779283.456
20.349,-0.715,1.255,-83.709,7.576,-24.496,0.111,30.811,-37397.900,6201060.864
-51.147,46.647,0.353,-74.933,14.826,-54.020,1.007,-7.860,-32436.400,3478472.448
-151.232,-67.487,1.052,-86.044,16.151,72.897,1.562,37.897,36145.700,6491860.480
2.157,75.158,1.150,-16.626,78.344,-84.342,0.496,-46.438,-14157.900,8536966.656
55.126,2.034,0.717,30.154,-142.084,-47.672,0.089,-3.823,14437.600,4816448.000
188.310,-82.321,0.487,-49.911,20.329,80.437,1.109,22.705,-17149.700,8103255.040
20.073,22.663,1.524,-81.409,89.832,62.600,0.476,8.929,-30945.800,2603690.752
-163.324,78.000,1.453,79.055,-26.119,-63.159,1.123,33.586,33102.100,6378933.248
29.042,-58.059,1.241,42.495,-18.639,-77.004,0.981,7.107,21768.300,7307034.112
16.635,-39.072,0.853,-65.449,11.835,-75.790,1.524,-56.983,-23175.500,9461391.360
17.459,24.418,1.259,27.025,13.049,-67.907,1.741,-44.031,18545.100,10523406.336
-7.309,60.485,1.868,-23.514,-20.024,89.193,0.653,74.127,-19829.100,5868857.856
-49.110,-32.884,1.078,48.590,-91.706,-89.231,0.595,-39.346,24333.300,11888252.928
5.155,-13.844,1.973,5.235,-75.049,55.298,0.522,9.384,11611.800,3616092.416
-81.798,-75.263,0.608,35.120,36.389,4.739,0.650,13.175,14786.700,5476926.976
-180.265,-68.500,0.376,-83.050,2.103,7.681,1.852,56.010,29211.000,6654442.496
14.215,-5.964,1.577,-34.486,6.633,-76.098,0.293,59.515,-20852.200,10427867.136
31.338,-31.780,1.748,-85.654,-119.443,-11.027,0.076,67.760,26160.700,4565105.152
11.757,35.462,1.630,30.953,-107.879,87.593,0.578,40.757,17826.100,10800579.584
-26.095,41.118,1.740,52.232,81.420,14.367,0.774,47.443,22821.100,11420369.920
141.191,-59.572,0.076,9.348,8.818,-41.663,1.514,6.579,11689.200,3075179.264
-99.396,29.689,0.826,54.646,-32.687,36.646,0.602,81.231,23375.600,6420702.208
95.041,0.401,1.000,-77.370,-2.939,-83.586,1.428,-55.211,-26893.800,7499782.144
10.440,9.777,1.589,-24.618,-10.227,-79.207,1.394,2.151,-15385.900,4817416.704
-8.376,17.213,1.627,-15.353,0.553,44.177,1.558,-88.849,-16138.700,2779915.520
133.301,64.234,0.727,56.822,34.000,45.542,1.681,56.683,18481.100,11078590.464
143.709,69.511,0.228,-40.704,-22.072,-16.463,1.065,23.208,-24139.400,9587249.152
-20.661,-34.456,0.365,85.109,-7.443,38.618,0.728,-69.664,-25689.400,4119685.632
11.524,8.546,1.734,50.078,152.060,-62.920,0.340,10.563,25310.600,10962104.320
185.839,54.508,0.211,-45.427,45.159,-75.309,0.735,-82.990,-21690.500,7386668.544
-58.503,34.690,1.542,77.873,29.996,-40.383,0.881,-19.738,34336.400,4362974.208
8.492,-10.940,1.557,-8.857,-8.161,-57.020,1.662,59.867,15673.600,6410119.680
-21.191,52.449,0.099,-60.914,-120.400,-48.390,0.143,-50.531,-22423.500,10678793.216
10.761,-42.603,1.400,-11.767,-31.351,40.078,1.506,66.599,16499.400,5141506.560
191.556,-25.187,0.149,-42.829,65.500,8.586,0.856,-52.324,-18225.300,11253468.160
-50.763,45.598,1.912,-79.108,-4.128,-18.090,0.196,-18.153,-34858.300,4382409.216
195.672,-21.736,1.385,-75.824,-9.860,-23.419,1.424,35.038,-34974.200,8384618.496
79.682,25.135,0.622,34.631,191.853,-55.391,0.323,27.380,15521.400,10168075.264
8.559,75.966,1.311,-41.625,-13.141,-47.940,1.944,43.612,-20432.200,12443717.632
-38.334,-54.931,0.972,43.562,-61.315,42.238,0.505,-32.757,25072.400,10280769.536
69.152,-62.216,0.710,-38.184,-14.445,-21.616,0.971,29.790,-19353.400,9513234.432
-45.685,-62.650,1.853,-63.300,6.110,-23.003,1.951,-17.805,-32022.300,6860488.704
17.939,-41.140,1.952,76.676,-40.722,47.642,0.379,86.005,22446.200,2801944.576
-31.676,-4.662,0.803,-56.678,192.937,-72.912,0.270,-66.647,-20269.900,10024034.304
-132.740,-74.414,0.558,-45.988,-43.818,-38.452,0.378,5.773,-30652.300,6443422.208
-37.022,22.444,0.990,-37.627,-9.729,-30.988,1.728,28.506,-18884.000,10031351.808
-115.809,64.614,1.382,86.965,146.589,75.298,1.769,76.094,24010.200,3132758.016
174.192,-68.707,0.745,-62.889,14.935,81.758,1.306,-23.797,-27958.700,8384508.416
5.253,14.118,1.902,13.441,-91.155,-78.305,0.330,-5.856,13376.200,4423352.832
14.766,-21.932,1.275,-20.637,157.803,78.475,1.022,68.456,19008.000,6013931.008
-22.748,50.486,1.816,-84.345,57.281,-22.715,1.868,-74.438,-23771.700,3279360.768
117.131,17.930,0.414,-6.143,-56.337,-89.433,0.612,-87.467,-15271.800,2649879.040
-45.547,-87.395,0.114,-50.870,-67.622,48.779,1.969,-74.885,-21335.400,8421365.248
-31.165,-50.793,1.988,-58.849,26.008,72.496,1.337,43.049,-26485.800,11047391.232
-7.595,-80.113,0.565,-67.733,-96.718,20.298,0.833,87.272,-22740.900,4329136.640
48.862,61.947,0.695,21.265,69.824,54.767,1.615,83.487,15222.800,3012197.632
-63.436,-48.202,0.829,-43.790,10.236,81.084,1.399,-4.710,-21902.700,6645510.144
-15.778,45.171,1.883,46.337,-24.208,-23.606,0.162,-83.548,22313.200,7238029.312
-40.175,-78.012,0.737,-15.488,-111.034,77.432,1.605,71.918,17851.200,4846608.384
63.654,-28.249,1.081,54.243,7.730,-83.743,1.758,-20.300,25727.300,8323150.848
-7.260,18.335,1.708,11.961,10.683,72.371,1.422,-13.802,12179.200,3666907.136
-33.036,73.125,1.073,-38.484,25.253,76.823,1.073,-29.699,-20042.100,10319590.400
-73.401,72.519,0.032,46.565,-135.242,46.411,0.098,-73.260,22516.300,8784486.400
95.675,-66.640,0.029,62.799,6.381,17.843,1.792,8.539,32547.700,5700151.296
40.503,-23.349,0.756,-19.672,159.479,15.209,1.771,76.946,-19061.100,5030948.352
38.200,55.002,1.774,-59.872,-69.706,-37.818,0.899,49.651,-24883.500,10352687.104
-142.293,-33.744,0.478,-39.177,-97.068,-1.139,0.469,15.300,-26843.100,8006110.720
-77.102,6.492,1.822,-69.758,-21.022,35.912,1.846,-60.157,-23210.300,8303211.520
30.340,-6.019,1.962,58.936,-40.413,43.329,0.539,74.552,21802.800,7266031.616
-80.933,39.684,0.058,-17.482,16.906,10.344,0.067,85.189,-17853.200,3810423.296
28.698,26.228,1.227,-41.095,-32.903,70.041,0.281,64.634,-22297.300,9899261.952
-28.494,-2.690,1.552,-78.142,-148.916,23.732,0.512,-45.112,-32090.300,6144973.824
12.263,-51.642,1.031,-87.832,-192.968,-60.551,0.223,18.267,-27527.300,1667308.288
-12.900,-24.386,0.120,-34.153,-57.679,-38.062,0.600,-11.321,-19809.600,7963297.792
10.569,41.792,1.535,21.709,-9.659,41.415,1.716,28.120,15461.100,7871615.488
23.189,-36.652,0.926,2.913,-46.936,78.126,0.958,42.770,13837.300,6862657.536
-30.061,-78.303,0.993,37.527,79.086,73.175,0.928,69.130,19697.700,9048775.680
-7.243,-72.462,1.799,-19.004,-1.054,6.335,1.202,61.224,17967.700,7618562.048
-35.677,89.756,1.215,-46.555,7.733,-85.399,1.601,0.468,-26644.800,6905640.448
-40.869,88.589,1.065,43.882,110.745,39.579,0.092,32.916,20636.100,11583407.104
-7.215,62.323,1.682,-8.027,-59.516,-66.097,0.848,73.207,15773.200,3670217.472
-16.515,44.713,0.445,-39.685,-70.197,25.242,0.304,31.421,-21356.000,10981540.864
-44.560,-11.520,0.837,37.027,48.959,-29.314,0.282,81.742,21642.300,6713975.808
124.431,32.010,0.843,67.063,-17.593,81.299,1.273,-28.298,30321.200,8037608.960
-46.132,-84.072,1.264,77.606,-159.939,42.023,0.558,71.713,23376.600,4247262.464
-29.567,-84.584,0.872,17.522,-51.158,-15.674,0.623,-0.528,12327.200,3708634.624
-101.001,-83.104,0.359,-29.932,2.840,39.998,0.255,-73.631,-20791.500,8500234.752
-27.651,-65.434,0.026,4.033,4.774,12.585,1.098,40.207,13229.300,7087654.912
-70.721,82.812,0.510,75.497,66.920,-53.150,0.896,48.770,29640.900,7646768.640
19.497,24.668,1.304,33.305,46.572,7.829,0.539,86.164,20160.400,6060874.240
56.815,-67.895,0.863,42.675,-91.641,-14.219,0.619,-39.483,21794.700,10045171.712
-44.007,-37.581,0.311,6.702,27.313,0.164,1.841,55.088,14300.600,6410803.712
-120.660,80.845,0.415,-12.427,-69.260,-51.441,0.759,-81.144,-15282.900,2606934.528
-158.407,87.197,0.404,24.494,-15.893,-89.694,1.837,-45.457,21654.200,12126204.928
-13.162,29.904,1.809,39.217,-158.887,50.760,1.800,78.774,20496.200,7792503.296
-34.955,-44.986,0.917,-30.712,8.272,74.613,1.715,20.712,-17226.500,7297176.576
129.457,-70.397,0.069,-51.735,-65.156,-42.699,0.357,-70.401,-21052.500,8967383.040
-104.203,-35.342,0.199,67.708,-5.446,43.151,1.977,12.560,33311.300,5621589.504
22.162,-66.999,0.687,88.308,32.655,-26.400,0.909,-27.298,-35999.800,4728168.448
11.500,-69.566,1.353,11.227,26.310,-56.336,0.559,84.277,15057.900,2746747.904
50.791,1.736,1.417,58.050,5.696,24.499,1.995,17.191,29548.500,7509819.904
-14.346,-3.641,0.618,24.018,-106.723,1.149,0.426,-18.551,16844.900,7080366.592
6.387,82.442,0.491,-21.135,36.242,-49.133,0.853,26.247,-16185.700,7069237.248
-15.201,0.894,1.422,30.287,37.863,-22.068,0.207,69.894,18849.700,7700716.544
170.641,-46.483,0.081,-11.481,23.702,-39.453,0.974,-17.039,-11339.900,3246519.040
-116.690,-88.458,0.516,38.366,-55.460,-34.781,0.946,-46.201,-16134.600,9386123.264
-36.845,-77.421,0.763,-14.052,-116.649,46.870,0.214,-58.239,-15926.500,7624505.344
-58.781,88.228,0.361,40.715,-173.583,49.840,0.043,-67.307,22300.100,9892654.080
9.429,57.542,1.795,-30.378,-4.949,31.474,1.948,35.437,-18471.700,10680236.032
-135.554,74.315,1.875,83.635,74.530,4.064,0.176,-38.426,36818.400,6789021.184
72.078,40.582,1.566,-65.891,-174.716,21.037,0.414,-85.611,-21832.200,4482138.624
-17.817,-85.561,0.847,33.962,15.159,-35.272,1.697,-45.771,19279.100,11608101.888
117.607,-13.555,0.541,40.052,-198.206,-50.053,0.103,28.339,21353.200,8027867.648
3.854,55.532,1.863,2.626,48.327,-32.372,1.529,59.212,14286.000,5630771.200
-144.136,-37.024,0.065,29.589,-18.340,40.878,1.706,45.603,15969.400,10463741.952
155.221,50.012,0.173,72.429,9.913,-25.018,1.510,16.468,34219.900,5035559.936
-156.632,-18.138,0.657,89.243,-39.644,56.554,0.298,-35.292,-36865.000,6341469.184
-120.723,57.876,0.704,56.432,-85.217,49.215,1.345,84.849,23118.000,5714405.376
-47.950,77.402,0.647,5.910,-129.005,75.872,0.769,-59.335,-16006.600,6808041.984
-155.505,81.368,0.795,-73.991,64.278,2.273,0.578,14.900,-32340.700,4142315.264
-3.120,-89.144,0.818,-16.999,9.180,-5.382,1.379,-36.051,-14339.000,8256461.312
-80.989,19.170,1.314,-63.964,-15.783,44.986,1.186,-15.652,-31394.900,6717208.576
39.578,-29.786,1.561,-56.971,104.784,-70.262,0.701,-49.779,-23859.100,10725025.792
8.823,50.937,1.597,16.441,-25.720,-86.655,0.988,-23.541,14640.100,5473338.880
-40.612,-22.912,1.620,-58.540,-11.540,-83.147,1.678,32.524,-29133.800,10041141.248
5.448,9.301,1.925,6.143,35.220,29.282,0.953,-33.310,-13516.900,6020838.400
-70.330,75.486,0.547,-13.190,-34.328,-18.445,0.202,72.346,15008.500,3789808.896
-176.199,39.223,0.575,59.451,-13.552,-51.324,1.876,-42.856,29796.700,10316152.832
182.223,51.218,0.176,-23.064,-100.344,-3.690,1.687,-71.462,-17075.100,6294280.192
58.778,-60.271,0.698,30.794,63.683,54.174,1.593,70.803,19536.800,7812429.824
-68.438,-7.631,0.954,71.635,-108.795,-68.920,0.335,-49.045,27442.400,8506007.552
138.310,66.424,0.324,24.916,-35.174,-26.992,1.385,-89.677,15549.700,2609204.480
75.722,-25.328,0.553,-21.087,-124.408,-62.276,0.444,27.760,-11725.400,3184832.000
-6.758,-88.600,1.679,80.918,-19.304,71.811,1.719,46.008,31159.400,7469844.480
-89.070,-76.644,1.211,-77.946,-59.123,75.221,1.276,74.945,-24028.200,3829213.440
13.287,43.875,1.599,-34.093,-34.479,51.132,1.936,60.593,-20435.500,10365097.984
-3.703,-15.512,1.268,-24.127,72.011,-9.794,1.642,88.925,-18765.600,4719771.648
-24.650,6.979,1.198,-47.827,-184.657,8.904,1.648,-84.362,-21287.200,7169489.920
-75.770,-78.519,0.291,74.073,27.018,-4.951,1.494,47.802,28726.400,8487930.880
-127.559,61.586,1.522,73.806,32.736,71.273,0.159,41.942,29418.700,8675241.984
-112.335,10.206,0.766,54.865,53.282,-36.325,0.920,44.093,27451.200,10670763.008
98.537,-8.399,0.732,-68.197,86.910,76.186,0.810,50.898,-30061.300,8910883.840
-18.983,21.564,1.177,-25.430,-176.008,-43.987,0.015,73.580,-19738.600,6386325.504
-162.552,23.732,0.570,-64.575,-0.568,-11.618,0.107,-36.581,-27027.800,10613001.216
42.086,86.324,1.089,45.551,-107.625,-82.482,0.385,-16.240,24518.100,10731774.976
-74.504,-75.642,0.215,22.129,49.548,15.622,0.642,-8.708,13863.300,4655991.808
-37.377,2.483,1.578,-55.710,10.767,59.140,1.796,-33.731,-26446.900,10971583.488
5.862,47.456,1.840,-1.592,13.157,-62.042,1.261,10.926,10477.800,2554910.464
36.971,-57.728,1.686,-57.894,-27.608,-31.380,0.889,89.943,-22635.200,5994936.832
38.743,-22.762,1.471,-54.310,55.546,88.217,0.327,-82.847,-22571.700,6764323.840
68.540,26.807,0.543,7.535,-42.237,-74.733,1.851,-62.571,-15284.800,6088117.248
39.121,69.957,0.713,-3.017,-1.703,-6.752,0.167,36.525,14652.700,7339888.128
198.965,-66.008,0.452,46.817,21.300,-37.556,1.031,53.336,22828.600,11098278.912
-129.199,32.481,1.059,-71.539,-24.936,86.136,0.997,-33.897,-31314.600,8288851.968
8.272,5.966,1.891,28.596,18.156,58.857,1.095,14.755,17447.700,6617880.064
10.531,63.396,1.548,23.103,-9.449,80.570,1.482,-9.846,14933.400,4366443.520
-52.220,76.964,1.282,55.939,-127.061,60.941,1.636,-77.237,22132.200,7437702.656
8.613,-26.116,0.458,69.397,8.260,-81.615,1.893,29.423,33513.700,7904079.872
-105.558,-23.905,1.184,-69.565,14.176,-4.887,1.190,-5.287,-30608.700,3949614.848
-8.638,-73.060,1.405,-4.648,117.807,-32.153,0.455,-25.833,-10636.100,2766552.832
-134.151,11.188,0.427,-27.676,118.311,26.859,0.244,72.847,-19880.900,5820925.440
-57.099,48.539,0.615,15.109,-5.186,-45.670,1.962,3.893,14986.800,3928523.520
164.211,37.638,0.583,-76.133,-7.062,-2.155,1.857,21.313,-35921.900,5140932.608
24.881,-44.626,1.029,25.841,-15.347,12.928,1.114,24.868,15134.700,7714803.712
24.247,89.505,1.785,-52.670,17.725,53.717,1.533,39.710,-24986.900,11561942.016
30.720,-84.926,1.695,80.005,94.093,-25.442,0.249,-10.220,29551.400,2235145.216
-89.382,-79.473,0.798,-51.154,-93.663,66.507,0.461,3.443,-29169.900,7684141.568
-152.279,-77.150,0.091,-35.204,17.893,87.055,1.239,-78.592,-20647.500,7592622.592
184.829,-27.558,0.004,65.819,160.277,11.289,0.189,-81.418,22982.400,5184420.864
119.279,45.750,0.295,-55.303,175.255,54.855,0.001,-62.579,-20750.800,10058539.008
-157.853,25.844,0.037,68.603,-22.473,-63.295,0.945,-5.069,33041.100,4672132.096
-15.103,10.193,1.356,27.395,7.178,-86.202,1.736,-13.264,17014.900,5795972.608
108.091,38.418,0.011,-8.279,-9.691,-58.189,1.436,-4.142,-10325.400,2291899.904
46.980,-80.217,1.246,-78.911,-41.672,-45.113,0.924,-57.553,-26679.300,6955785.216
141.726,30.514,0.172,-57.374,-83.079,-20.133,1.143,-60.918,-21012.800,10117012.480
-44.106,6.008,0.878,-36.148,191.238,29.791,0.250,-75.975,-18296.400,7050124.288
107.071,-56.221,1.351,68.357,-72.287,24.671,0.064,-87.552,21747.000,3855106.048
-28.610,2.235,1.897,57.042,64.620,-52.375,0.550,13.574,29261.600,8154266.624
41.010,-11.626,0.135,-42.964,-93.116,52.695,0.503,-22.752,-23486.700,8035162.112
-8.369,-24.845,1.544,-3.535,-9.600,-1.570,1.659,24.985,12677.300,5003244.544
72.974,13.189,0.154,40.239,-10.514,-31.806,0.591,-27.727,23369.800,10922140.672
35.932,70.583,1.321,-86.421,-148.666,56.738,0.024,-68.510,-24866.100,4222637.824
21.271,32.743,0.369,-84.932,61.389,-10.344,1.058,-53.019,-28662.100,6522854.400
157.617,-20.984,1.159,82.959,54.484,37.267,1.121,52.215,29433.900,6711635.456
57.215,53.334,0.187,22.668,175.819,-6.101,0.051,-9.548,14889.700,4583421.952
-138.510,-61.850,0.060,-36.906,-70.884,-71.141,0.707,38.753,-21049.500,10868185.088
-13.982,12.327,1.444,29.099,-15.769,32.926,1.895,46.270,16576.600,10788340.736
5.896,-51.207,1.699,89.562,81.831,13.277,1.170,61.136,27747.400,5172655.616
179.067,80.981,0.949,85.591,-156.938,83.174,1.550,-75.752,24988.300,3411665.408
-1.036,48.973,0.337,-66.727,36.316,-19.625,1.081,-41.748,-27777.700,9444318.208
113.974,82.209,0.261,1.620,64.961,-61.534,0.625,26.006,13422.700,5542237.696
-65.540,-64.169,0.984,51.751,-147.704,-22.443,0.209,82.634,22644.400,6756602.880
-7.487,-73.672,1.640,-5.921,60.835,25.985,1.254,-82.279,-14344.400,2322214.656
12.934,58.534,0.749,22.198,98.491,53.299,0.869,-56.129,-18326.800,8174435.328
-53.208,74.754,1.153,-56.005,-22.116,51.946,1.317,65.537,-23025.700,9424697.344
-119.803,-74.048,1.027,-82.332,166.351,5.861,0.479,-52.630,-28560.000,6534368.256
-63.901,71.077,1.960,-68.859,63.011,29.011,0.675,-56.603,-23231.000,8592693.248
-23.384,65.321,1.755,-51.454,18.073,-59.117,1.132,-18.908,-27662.000,8619491.328
-145.774,51.599,1.944,81.651,140.485,63.853,1.284,79.832,22857.400,2834035.712
-13.367,48.104,0.476,-1.011,14.135,4.520,1.341,22.925,11907.500,4279888.128
-103.211,44.057,0.127,23.363,-7.863,-69.818,1.823,-24.509,16029.700,7164846.592
8.202,61.422,1.691,19.293,58.614,-80.929,0.657,-25.337,14689.400,5270941.696
14.676,-53.847,1.291,-21.725,-34.032,-5.789,0.805,16.103,-15434.500,5060468.736
189.632,31.478,0.138,-77.200,18.708,71.718,0.154,72.446,-24601.800,4513003.520
-71.200,88.928,0.773,-78.516,86.682,-12.603,0.467,-68.126,-23952.200,5233457.664
-18.512,83.959,0.273,73.157,53.195,21.757,1.090,-50.819,29002.800,8236608.512
153.837,-89.573,0.532,49.707,-81.799,-73.617,1.301,-65.274,23789.600,9078844.416
90.346,-18.712,0.423,-31.885,-41.251,-41.216,0.843,-30.983,-16015.800,8485753.856
-126.062,34.297,0.102,-59.518,20.854,-86.913,1.248,-32.521,-29114.900,9703662.592
-89.935,33.722,0.276,-29.645,-24.657,-80.173,1.178,-34.758,-17108.500,10298565.632
28.920,-30.401,1.202,40.854,-23.256,-12.865,1.489,45.007,17639.700,11999509.504
35.531,-25.749,1.299,-49.067,166.575,83.555,0.369,-62.123,-21590.300,9810349.056
7.995,-34.057,1.656,-14.315,42.003,52.972,0.826,-29.983,-13851.800,6846978.560
-96.433,3.358,1.126,-63.080,-44.553,-47.434,0.684,11.269,-29229.600,6062376.960
-80.008,-73.218,1.166,60.963,44.763,27.133,1.316,53.873,23954.000,10395769.856
-16.702,11.744,1.772,45.082,-155.656,-76.474,1.440,84.689,21496.300,7177551.872
-138.797,48.333,0.505,41.876,-149.442,-19.089,0.341,-58.534,23197.400,10282605.568
-47.352,-22.429,1.917,64.723,146.465,-64.886,0.309,44.953,23255.200,10009597.952
-129.701,-9.016,0.665,-74.421,44.545,1.979,0.668,2.963,-32728.500,3845958.912
-15.402,-3.212,1.446,32.424,-5.804,20.532,1.485,34.632,17661.000,10655436.800
-9.656,-89.808,1.421,37.822,148.157,-43.816,0.018,-38.748,20737.400,11895074.816
5.414,4.284,1.938,-7.515,108.034,13.600,0.288,-86.160,-14331.000,2076972.800
6.995,17.670,1.735,11.588,25.253,19.876,0.744,-81.757,-16056.800,2750870.272
-27.320,12.731,1.086,33.010,-36.870,65.701,1.750,-80.733,21906.700,6153830.400
-77.106,36.212,0.204,67.897,-123.921,32.282,0.794,-63.481,25297.200,8305242.624
16.375,-17.308,1.810,-44.794,-15.750,38.885,1.205,-17.551,-24604.200,8786502.656
93.656,70.903,0.333,-1.771,88.965,1.430,0.494,-48.822,-14266.400,7632581.632
145.035,-4.548,1.714,-84.525,-32.498,-25.735,1.046,36.815,-35398.700,6277063.680
105.725,-65.324,1.091,66.374,-173.371,-70.668,1.146,-76.556,22210.300,5465131.520
-57.231,42.801,0.589,-0.223,-50.274,-27.428,1.627,61.828,15227.300,5997920.256
43.610,0.218,0.182,71.304,194.960,59.560,1.865,85.572,22535.300,3711749.120
