Amplitude,PhaseShift,Omega,Beta
16.9937,74.9919,1.8527,-47.2199
-94.2936,32.1603,0.4621,-6.9531
10.8463,13.3541,1.9676,38.8863
59.4647,-48.3279,1.2165,56.6266
79.5662,-76.4603,1.5133,78.7555
136.6638,3.1578,0.5558,77.9910
9.2811,-32.0075,0.0256,-68.6396
113.3197,-75.2753,0.9017,-59.9915
140.0995,-48.3762,0.2127,84.6062
-92.7989,21.4504,0.5850,-36.3609
-31.1354,-42.3331,0.8857,-22.5236
30.6224,-9.1411,0.9868,-30.7470
12.9221,73.2922,1.2400,-2.2142
-155.0641,9.1869,0.3641,-48.5175
-30.0807,-84.2326,0.5928,85.9663
119.6255,-61.3929,0.2671,-53.9023
149.5016,-65.1915,0.0742,33.6503
187.1666,-64.7263,1.1165,-83.6869
-46.0293,63.6606,0.7220,-21.9962
7.7845,85.8097,1.8292,23.4811
-6.3612,18.3431,1.7695,-3.1427
46.1899,-39.0379,0.6969,17.8205
82.5358,29.7918,1.4742,-66.4280
188.9687,-0.4033,0.6162,-59.0552
116.0567,-1.6558,0.3662,36.6978
113.9633,14.4613,0.3814,15.6107
-122.4012,-22.4950,1.8388,-74.8146
50.5075,19.6811,1.7984,63.9576
185.8118,-32.6643,0.2277,-63.2903
32.6948,8.2223,0.8631,22.3882
126.5480,-56.7097,0.4074,-14.0861
17.3884,69.4067,1.2011,72.2259
-24.5449,69.2211,1.5086,46.8776
24.2801,6.4767,1.4909,46.0457
-98.3560,-78.8246,1.3627,-67.4652
-21.6742,9.9743,1.8132,-51.1612
-28.1382,-41.1594,1.4772,48.6980
-144.2084,-38.3618,0.2305,-53.5193
-60.6866,-47.0909,1.1666,-56.0281
-151.7720,-50.1718,1.3098,72.2849
-92.4207,50.9192,0.7141,-62.9025
18.3556,21.0095,1.9400,-49.6029
22.6900,67.9831,0.2250,29.3975
-110.5109,-86.1306,0.5546,59.3809
-186.0099,-41.4463,1.3714,-78.0666
57.4272,57.3627,0.6704,-80.4759
8.9574,-1.2037,1.9212,-32.3086
4.9994,82.3312,0.6009,-81.2003
-64.8229,47.8498,1.7067,76.3888
149.3829,16.5699,0.7178,58.8481
-56.5683,-68.4248,1.0621,-81.4259
151.4921,53.3869,0.8505,86.3641
45.8490,-81.4562,0.6765,-12.2312
8.3449,22.7465,1.5564,38.2035
-4.3813,-18.1415,1.3951,65.3062
-43.9357,39.2580,0.5402,25.1616
-59.6305,1.9069,1.2675,57.9686
6.2855,-8.7518,1.3018,-76.2893
9.0221,-47.4754,1.8540,-31.1199
-178.4688,27.3339,0.0918,-1.9977
44.0944,39.9427,0.3113,-71.0013
33.1284,-86.4647,1.5406,-60.2423
14.2977,-15.2202,1.9329,45.1840
49.7236,83.4030,0.8309,-36.5993
96.3299,-58.1222,0.5909,-84.1567
18.5339,-1.9320,1.8060,-47.0712
-25.0199,-73.7977,1.7462,-54.4540
151.5694,-87.1709,0.6610,-73.2103
-54.7503,79.2053,0.7290,-31.3099
-25.3596,76.8949,1.5584,-48.1935
-15.3334,5.0088,1.1620,-10.0530
-0.8064,-20.3926,0.2718,-43.2010
-7.0086,-81.3324,1.7111,-8.7769
-6.5378,65.9063,1.7414,-0.0283
-156.1245,29.1328,0.2036,14.8692
118.1071,58.1781,0.2334,-25.0177
-85.3542,20.8767,1.6687,-69.4110
47.4820,-18.6523,0.7848,-46.0521
72.0044,-22.7889,1.1851,72.8306
89.1113,70.3864,0.4767,8.0635
92.6961,-89.0744,1.5310,86.6898
-120.2066,9.4619,0.1465,-44.7662
-11.8654,89.6155,1.9424,40.7744
15.2936,-16.0654,0.2758,38.5608
85.5829,67.3100,0.6378,-75.8874
-8.8067,17.9255,1.4690,-14.3877
27.2530,-13.7198,1.8867,-84.2959
121.6763,84.9179,1.0272,-71.5095
-171.0418,68.9149,0.6991,-65.9267
-31.9936,-56.5012,0.9084,26.3122
-6.9919,19.8945,1.7941,16.6165
-47.3647,-3.2223,0.2791,76.1292
-94.8914,-10.7014,1.8972,73.7788
55.5819,-19.0269,1.6813,64.1141
-156.8654,-31.2521,0.2202,-76.0613
11.4747,-51.9623,1.5387,25.9514
0.5291,-21.7943,0.5012,19.1875
96.5392,-10.2121,0.5489,33.2671
196.5227,50.7545,1.2604,85.0249
-17.7948,-11.0972,1.0685,-65.7278
7.1688,-9.6088,1.0005,30.9650
117.3639,47.6604,0.3848,-87.6707
-80.1699,-26.4677,0.4520,13.9736
112.5492,55.4453,1.9042,-74.2668
155.5735,50.6006,0.0382,5.6624
54.0042,-3.7951,0.8485,58.0985
84.3694,-79.9089,0.1070,12.4784
-105.5905,21.7483,0.5690,-43.9243
162.5612,47.3995,0.3265,66.6602
-52.0189,53.4442,0.9396,53.0951
-78.3710,-14.9136,0.0480,58.9903
59.5392,-13.1899,0.8879,88.8397
-23.3118,-80.5705,1.0598,25.5040
9.8668,11.3820,1.5049,-15.9984
178.0825,24.4559,0.6475,-86.7740
-65.0879,-14.3473,0.9473,75.3471
-33.8468,-70.7202,0.6642,-9.7517
-63.4783,-70.9723,0.5965,18.9046
-3.5313,53.6895,0.0234,-66.7498
193.6453,-2.9904,0.8925,80.2941
-23.2734,40.4362,1.2886,-38.4125
0.7857,62.5866,0.0407,-64.8744
-28.2501,-74.5587,1.1363,-36.9485
-43.1048,54.7266,1.4383,-55.6552
43.5528,-17.1718,0.8573,33.8655
-152.9137,-27.5080,0.4238,33.0299
154.3117,87.4712,0.4601,40.5105
-23.9699,24.1303,0.4482,16.9130
10.4054,-10.4545,1.3811,1.5405
-24.2100,79.9103,1.2206,36.1122
12.8963,-49.0903,1.5073,29.0368
28.3428,-23.9886,0.8374,-2.4052
6.4511,-67.5566,1.7949,10.2446
-6.8079,-6.9072,1.7076,-1.6317
-27.6718,63.4312,0.9184,19.7239
-49.3331,59.2433,1.3995,-64.3739
-10.7685,48.3909,1.0132,50.3553
14.9923,-30.1046,0.2976,-12.6830
-47.0517,-87.6996,0.1699,20.6193
13.3116,65.5154,1.6200,-34.9542
174.4026,-80.1685,0.3284,-61.9482
10.1134,-45.9415,1.4045,3.7537
150.8419,34.6486,0.3782,17.4845
57.9177,71.9045,0.3562,24.5653
67.5043,-65.3054,0.5364,-72.2149
41.7135,68.6281,0.4730,-65.8738
-153.8125,84.7497,0.1724,-19.3713
13.0108,30.0822,1.5207,-30.2886
-85.8071,-0.0956,0.7467,-49.5497
21.9768,-37.5633,1.4624,-70.6031
-7.9048,-48.8251,1.7908,23.2747
-166.7108,7.5401,1.7449,-78.4627
-97.1676,-19.9668,1.6360,88.4462
-121.9386,-40.7069,0.6504,50.6151
-20.6562,36.3850,0.7868,63.4541
22.3068,-62.3902,1.2247,33.5690
22.0902,-69.1952,1.7821,-50.4983
75.7195,-71.1876,0.0103,20.3308
30.3320,0.9624,0.8090,1.7138
22.9402,53.2182,1.1497,-30.8307
-71.3596,76.2443,0.8443,75.9919
-14.9403,80.2366,1.1572,4.6019
-161.9607,25.4746,0.4335,40.1390
-181.7659,73.3365,1.2968,-75.0786
-7.7745,-76.1380,0.4014,35.7851
-72.2270,-72.6955,0.2748,53.6457
5.5878,7.3309,1.9086,-7.5275
41.2043,8.3406,0.9463,38.3996
-72.0106,-4.3505,0.5474,-15.5833
-43.9837,67.4511,1.0875,-46.6685
33.4403,20.6343,0.7702,1.2309
-74.8707,-56.2213,1.2177,68.9566
14.3305,-33.3682,1.8614,43.7039
63.3123,44.8314,1.1068,-63.9212
-193.1460,13.6202,0.7907,-77.0220
-132.3265,22.4070,0.3341,79.7166
-104.6597,-85.0863,0.0610,-83.4772
18.9956,-59.1637,0.3189,-80.7310
64.1859,-56.0339,0.3092,-48.7705
-129.7578,18.6762,0.1463,-19.9097
-6.8477,-17.5724,1.8994,-21.8650
14.5317,37.5739,1.1698,-2.6556
-3.0335,-88.3274,1.5527,-59.2829
-10.5102,-42.0695,1.4088,-10.7720
-10.1357,-61.1861,1.5946,24.1279
106.5346,-81.6254,1.6023,71.1619
-66.6955,-45.0118,0.8707,-51.0383
1.7915,-14.5295,0.3418,74.6794
17.3291,59.9344,1.0921,9.8588
85.2781,-27.6082,0.6052,35.4412
-71.0848,68.5194,1.0327,-81.8155
47.8311,80.9032,1.4325,-57.3627
47.8089,64.4412,0.7647,-29.4569
50.1560,33.3578,1.1174,-85.8785
2.0177,87.9410,0.0714,79.2588
27.9004,-62.9022,1.4073,46.9908
-93.5796,82.2362,0.5615,-33.6475
-22.5636,-78.7034,1.2944,37.8992
-25.5444,4.7931,1.2503,-38.7199
-42.3257,-36.3429,1.7923,85.1114
-64.2995,-51.5568,0.5436,22.0138
10.2843,-40.1991,1.8736,34.8849
7.9456,44.3721,1.6124,-9.5984
-7.3394,-50.6610,1.6572,5.9641
166.2884,-26.1853,1.8827,-86.4235
20.4503,10.9127,1.6304,66.8033
-12.0225,18.5445,1.3392,-13.7938
-10.2684,-20.3751,1.6391,-26.7376
-88.1653,54.2037,0.6190,-67.5558
18.3686,61.8135,1.1922,-25.1450
-83.5270,-42.4038,0.1927,72.7552
35.8635,-66.9936,0.7760,14.6986
40.1104,73.9101,0.8793,-32.5658
-37.0488,51.7276,0.9680,35.9104
48.4309,-73.9931,1.5914,60.8223
-8.3111,61.0965,1.1113,-50.9389
6.7644,4.2422,1.7138,2.1495
113.2029,-39.5748,0.3074,-45.2639
-20.2829,-52.1096,1.3399,36.4497
45.5114,88.1546,1.4018,56.2392
-76.7140,42.5714,0.9658,67.3922
194.4327,37.1116,0.2160,-24.0289
-2.3278,45.0569,0.1092,2.3674
-73.7003,-16.7232,0.4130,-14.7035
-30.2660,7.0679,1.5876,52.0793
-13.4365,-2.8343,1.8713,42.5553
-38.1567,-28.2248,1.9178,61.2666
-60.8157,-30.6462,1.4272,-61.6551
57.0919,-1.4010,0.1978,-84.5118
8.1166,10.5307,1.8154,-25.4633
-91.2807,56.0170,1.8348,71.5587
37.6081,-75.5084,0.9493,64.9565
-88.3101,2.0693,0.4762,-17.6343
2.5050,66.1820,1.5627,-57.6683
56.0484,71.5941,1.6739,-85.7089
8.8720,64.5465,1.5008,-4.1291
-157.7037,40.3186,0.5033,-61.8655
-123.9653,-3.9172,0.1895,-1.2101
11.9115,-81.8084,1.4041,19.4790
136.8169,23.0922,0.3208,-21.0989
-124.9967,78.5844,0.3057,37.9760
113.0105,11.9113,1.3367,-68.8317
-17.3458,74.6693,1.1236,-15.0663
-24.7153,26.4460,1.3274,-54.6890
24.1803,55.1511,1.3160,-39.8176
7.4578,58.5603,0.6509,54.2113
-15.5327,-13.7002,1.1307,1.8454
76.1841,-20.0800,1.5885,-88.0800
62.2675,-64.2259,1.3547,60.3561
6.4318,79.6522,1.9380,-20.6148
-18.3546,62.1268,0.8544,68.3520
-12.6253,-44.9182,1.2534,-0.9268
17.9301,33.7595,1.2334,-26.4305
-2.5198,33.7390,0.2184,-30.4344
29.1518,-88.1011,0.1518,73.0125
-6.5718,51.1459,1.7785,10.1347
55.4654,43.3509,0.0755,17.7367
-133.1102,-53.4763,0.6876,54.8928
18.5160,1.6377,1.4412,66.3765
8.4939,-34.4816,1.5278,-0.2351
-93.4755,49.4909,0.2858,-89.8385
-131.1699,-60.9031,0.1596,-52.1803
10.7953,65.0303,1.9275,86.2309
63.1659,-63.3620,0.4968,-2.8615
21.7749,60.3380,1.0198,-17.4558
-35.8248,-2.8089,0.6422,-47.6434
-117.3356,-6.0539,0.5714,54.7870
12.0491,32.7128,0.0810,86.5210
164.1417,22.1771,0.1440,-20.9012
10.0573,44.6164,1.4863,16.0358
-29.2249,-48.6251,1.9990,-70.1089
6.2011,28.0331,1.9596,-19.7855
-152.8676,-67.8348,1.1335,-82.4425
-25.9216,-4.7815,0.9123,-69.5224
25.0035,57.7593,1.3646,42.2995
-26.1928,28.5997,0.9884,51.2383
-103.1563,51.6146,0.2562,-49.9229
-168.6426,-11.3067,0.4905,88.4086
21.9315,-44.7992,1.0178,17.9511
11.5266,21.4157,1.3292,7.5154
97.6794,60.1784,0.5055,-58.6488
21.3266,-87.7946,1.1079,-35.3624
-134.1165,-13.4497,1.2017,-75.3290
-110.0119,-45.3563,0.0557,38.7956
150.5419,-38.2001,0.2651,-6.4268
-32.1418,44.1975,1.2619,45.7089
-43.5171,0.3982,1.7834,61.7756
-167.7178,16.1195,1.9659,78.4167
-75.8156,-33.8958,0.0367,48.4271
-37.9949,-86.2412,1.2126,-76.9160
-52.4495,48.7533,1.3110,56.5492
32.8071,25.6873,1.1137,39.8514
-30.0777,56.0795,1.1820,-40.5354
14.4158,72.3261,0.8895,-43.6123
39.9848,-18.8407,0.3316,35.0638
31.7308,-28.8588,1.5992,53.9882
3.1886,16.9115,1.9447,43.3814
15.7782,12.1235,1.2242,-19.5511
-15.5853,78.3986,1.9152,-45.6237
-149.1019,-34.3363,1.3733,74.7770
48.6347,86.0921,0.2938,-37.1916
49.7521,-74.0944,0.9065,-65.4694
36.9378,-21.5650,1.2270,-47.5343
-40.8447,-72.0102,0.9442,64.6677
-9.8643,74.2478,1.4305,6.1743
101.4903,-53.6965,0.0076,80.6887
-19.8615,-11.8629,0.3462,-29.2894
14.2894,-23.4242,1.8829,-43.5187
-30.0227,-87.2206,1.6381,53.0053
13.6060,38.2726,1.3601,22.7538
-73.0286,22.6433,0.5293,78.9829
-31.0297,-38.7077,0.8045,-5.6912
53.4959,-55.5562,0.2955,-49.3540
-18.1884,-7.3898,1.7718,-46.9113
-9.8066,-78.4326,1.5107,-16.5107
-165.7200,-5.0170,0.4425,-88.4922
-14.9825,86.7006,1.5226,-62.4071
-23.3984,72.4974,0.9325,-7.7243
-115.6755,-12.0749,1.0065,80.9813
7.2945,3.9519,1.6898,-10.2432
-30.8583,26.5711,1.0779,36.9648
5.8992,-3.5761,1.8459,5.4563
-7.1916,-36.7693,1.6789,6.7946
163.0718,24.8489,0.1534,-0.3614
-68.1736,81.0490,0.8846,48.6638
-190.3123,62.3682,0.6993,-79.0631
-39.2965,-72.9785,0.3377,41.4938
-26.1791,-12.5040,0.9742,23.1288
-126.7696,13.8283,1.4525,-82.3854
18.4910,-29.8797,1.0364,1.9971
-62.1814,10.7231,0.6528,-27.8590
-134.6302,6.2739,0.7375,62.2100
107.4350,2.3824,0.3128,-40.8193
-28.0621,-39.5130,1.7658,-54.8689
-42.0427,-83.2372,1.3257,63.5254
