Amplitude,PhaseShift,Omega,Beta
25.7613,72.0425,0.8815,-4.7558
-46.1918,-43.3210,1.9553,70.0688
-64.0580,29.7664,1.4579,-62.5053
105.3874,-57.6640,0.1054,66.0560
92.9728,-15.1719,0.2527,13.8722
-7.4695,37.5590,1.8140,20.7656
115.4258,4.6494,1.3042,68.8195
-7.0807,-8.4376,0.3089,-35.8250
130.3331,-34.9817,0.3607,-11.1462
-84.3311,9.6648,0.0496,-34.6084
6.0285,50.6431,0.6135,31.2596
163.3927,78.3185,0.5798,53.4828
26.4090,42.2946,1.2587,-40.4409
-176.1396,-83.7103,0.0443,-24.3247
-74.9628,-59.4616,0.5457,-18.4696
-157.1299,-74.0297,0.0210,-53.7410
194.2160,74.1946,0.2704,-49.1393
-37.4389,71.0712,1.3662,56.5171
72.2734,-19.2004,0.2871,-39.8792
11.9699,30.2806,1.2975,-5.8785
-85.2007,5.2494,1.9666,-72.1551
-24.0940,9.2161,0.6822,15.3101
-100.5178,-1.6940,0.3476,45.5560
142.2167,-64.3223,0.1454,-80.3452
10.3922,16.6312,0.3875,31.0228
85.7586,-49.7295,0.4067,68.2822
150.0823,-89.5720,0.0404,-40.9450
16.5134,-70.3967,1.1556,-22.0373
28.7510,15.2140,1.0117,-29.9231
7.5177,-45.0014,1.9165,-26.8763
17.6709,-43.1966,1.2534,-40.6457
26.4944,-25.7909,1.6446,-51.5948
73.1825,35.8578,1.3826,87.4971
25.0139,-25.9365,1.2107,63.6845
-41.4722,84.1606,1.4845,56.3775
-121.0807,59.7230,0.5134,37.7633
16.5792,34.5718,1.3798,-32.1730
-30.5002,-58.6413,1.2612,-43.8041
-41.3830,-59.0105,0.2224,-84.2578
90.4419,57.0735,1.7003,83.1030
31.7815,-40.3493,1.6811,-55.5433
-17.0775,10.8674,1.2895,28.3471
-16.6319,21.3834,1.5751,-39.5552
15.7409,-33.7782,1.7947,43.9789
63.7127,-3.7792,0.9624,-50.3287
26.5871,13.8591,1.1999,-38.2795
156.1630,-22.8514,1.6443,78.0546
35.4074,24.7887,1.1012,41.3981
-128.7232,13.9199,0.5290,41.9831
-49.7353,10.5487,0.6665,-16.7840
20.3836,-31.0884,0.2951,-59.3986
-22.2405,-49.1993,1.0162,18.4715
7.3741,-51.4593,1.2163,-44.8375
-119.4377,18.3184,1.1908,67.3669
9.9504,38.5176,1.2212,-83.0664
22.2598,28.4138,0.7318,-80.9548
119.7990,-67.3132,0.9955,76.8122
14.3232,-26.6306,1.1802,3.8143
-5.4010,-27.5215,1.9962,13.5048
132.2761,-52.9112,0.7170,76.1445
137.7494,-42.8580,0.2069,-0.9413
149.9964,-11.6785,0.3442,-52.4279
-113.6441,83.1086,0.2040,-64.2421
33.4545,-24.0583,0.7785,-51.0514
14.7237,-7.1994,1.9461,46.0093
-55.9954,-31.4369,1.8496,71.6193
33.0102,-28.6285,1.9133,-58.8382
0.9245,85.8182,0.3892,89.6882
47.4919,-22.4144,0.8099,-33.3185
70.4477,-10.8712,0.2766,-79.2590
-54.6766,-0.2472,0.8738,-42.2643
-46.6787,61.8252,0.9884,-72.5378
79.4515,77.5865,0.4402,39.3388
7.9502,36.1908,0.7551,-27.6843
6.5377,36.3388,1.7421,1.2245
-10.8634,-80.1985,1.5723,-24.9740
-122.0035,19.0941,0.6228,-70.5771
83.2415,-29.0234,0.0788,-40.3258
21.3921,-80.4024,1.2388,-33.0978
-17.0324,-10.5365,0.4391,72.5850
13.4164,-23.8958,1.6018,34.6329
7.9129,57.1388,1.7326,19.3415
27.2734,-24.9895,0.9080,17.3706
65.5480,3.9275,0.8213,68.1813
-53.2648,77.3919,1.6065,62.4703
29.7156,-87.2921,0.0378,-16.0341
17.9939,-37.2355,0.4586,-89.6137
-14.4140,-89.9038,0.0299,-32.0796
-14.8953,-69.6183,1.3175,-23.7523
-8.4127,28.1979,1.8004,-25.5205
-81.2363,-4.5777,0.8135,49.4028
5.6892,13.2373,1.8713,-3.1827
-9.8950,-1.1947,1.7437,30.1042
-184.4583,-65.8152,0.2616,6.9008
-7.5146,-16.2290,1.6274,2.9117
6.4613,44.6387,1.8685,16.0587
16.2063,1.2772,1.8542,46.2608
-20.2565,53.2480,1.5769,-44.5156
22.7677,-63.8658,1.4685,43.6709
-180.8955,65.6748,0.1556,-56.5319
-47.4246,20.8627,1.1683,60.0268
59.6515,89.6518,0.7619,74.9942
-67.3200,56.5301,0.9379,72.2125
-34.5295,-71.9237,0.8932,-28.1734
76.7024,-73.5659,0.6056,-79.7827
29.1655,-33.6685,1.8075,-55.5675
100.0843,-88.9321,0.5682,43.0694
10.1545,51.2476,1.8298,33.0980
-189.0314,-56.2145,0.4257,42.6792
-170.4204,41.8218,0.1933,-46.3202
-57.2545,-80.7604,0.4669,-17.8785
-181.6618,-61.8721,0.6764,89.5214
-31.9084,-41.4091,0.9329,28.2827
15.1900,86.0717,1.0863,82.0311
21.5722,-17.4988,1.7840,-49.9200
-70.0335,18.4939,0.2659,-33.9354
167.6608,84.2924,0.2824,18.7786
-63.0952,-13.8384,0.0079,76.5230
182.5503,80.4315,0.2913,81.1398
58.7182,-40.8199,0.6530,67.5875
-15.4649,44.9399,1.1428,6.5660
-76.0023,-30.9246,0.1768,63.3844
-45.9295,26.7374,0.8727,36.7461
-20.7544,81.2170,1.3534,-37.9267
-5.0792,70.7009,1.9757,-0.1252
-7.6256,7.1539,1.8158,22.6276
59.8682,-59.3914,1.5014,-62.6022
12.1019,37.2370,1.3009,-54.0034
-139.4259,-0.4009,0.1666,-69.5337
15.7196,-14.2069,1.6234,39.6497
-1.7283,-26.1810,1.2018,-42.5633
11.8238,-17.7713,1.3510,-13.7719
23.5118,70.4293,1.8597,-53.4993
-51.7359,86.4833,0.6342,74.4241
25.6090,-86.5521,1.7035,51.1696
11.9692,61.3422,1.9212,40.1463
25.8570,2.3986,0.7562,85.1360
169.7085,-0.7053,0.0534,85.5495
23.5185,31.5439,1.9613,-54.8357
-8.3246,25.1440,1.3161,-42.3824
123.6068,45.5919,0.6466,-50.7407
-6.8778,-53.1075,1.7324,-9.5086
-78.4669,43.1239,1.1286,59.5264
-108.0014,31.7765,0.0184,10.8973
46.2414,-67.0298,0.1364,-33.9011
5.2138,23.5773,1.9531,2.5265
27.0364,-12.8830,0.8568,1.5357
-25.0836,-66.3016,1.9539,55.9223
127.8005,-22.2012,0.2003,-13.3021
-55.7670,-46.8204,0.5363,-2.6588
11.1876,58.0972,1.3744,11.9355
-26.1364,-22.6435,0.7719,81.2810
-19.4796,86.5287,0.6076,63.1041
-44.3344,-75.0081,0.5025,-88.3037
23.0673,46.6475,1.5375,-87.6828
6.7700,-87.9781,1.7910,-14.1874
43.9082,20.2190,1.2658,52.3061
-30.2387,-66.6328,1.0943,-37.1268
6.4367,16.9667,1.9638,-22.2246
-25.0597,-28.1120,1.5168,47.2369
-47.0189,34.4071,1.2730,53.6751
-18.5314,3.2853,1.2254,27.5636
-53.1723,87.2284,0.6319,-13.6007
-10.1235,19.4996,1.7065,-29.2184
47.8541,51.3554,0.1638,49.9505
41.6099,-6.3714,0.4769,-73.9472
-103.7975,-36.5654,1.4392,75.4083
-5.1837,49.8942,1.5660,-70.0843
-97.0948,9.1306,0.5765,37.0697
53.9939,-46.5282,0.0113,-46.7677
-93.8683,-7.6228,1.5489,81.4335
-54.4955,-72.4656,1.0483,-50.1343
-143.8918,34.1998,0.3350,-14.5183
1.8226,-6.5182,1.6221,-75.4568
13.7105,-36.3263,1.6568,36.1567
-16.8648,-84.7364,1.1671,18.3463
113.3550,68.3873,0.6178,49.7771
36.9399,73.0166,0.7649,14.7773
147.9711,-81.8358,1.6532,-75.3371
19.5401,59.2816,1.8180,48.6172
52.1861,-25.4956,1.3783,-73.6869
-193.7872,30.6013,0.1492,17.1325
-143.3428,-24.1042,0.4844,40.4049
-68.6441,-48.3462,1.2676,-84.5541
-66.1179,22.7179,1.5670,-64.5885
20.9725,-32.4326,0.6355,63.4659
-29.0888,46.9658,0.8539,-12.7453
12.0876,61.5552,1.3056,-9.3480
67.7844,29.6434,0.2581,-48.1737
-70.3672,82.5551,0.0663,78.9611
-32.4738,-39.5693,1.9339,59.2792
148.1290,13.6512,0.3220,45.1674
7.5535,22.3664,1.7193,-16.2936
102.2939,2.6474,0.0768,85.9905
33.0093,83.7167,1.4997,79.8405
-4.4535,-47.6311,1.1306,11.9771
-180.3786,-12.3393,1.9115,85.0613
-2.3479,46.5282,1.4096,3.6795
-41.4148,-34.7895,0.5570,-11.4684
24.8568,-71.6239,0.3779,56.7775
11.7049,60.8629,0.0945,64.6351
155.3579,-30.1553,0.2074,-58.6474
-84.6399,-76.9286,0.3155,83.5969
-113.8255,88.9146,0.4267,-17.3009
39.3818,-56.6743,0.7887,-22.9412
-27.4824,-52.2147,0.2114,-88.9688
196.1806,-12.5489,0.8830,-68.7271
99.5726,54.4810,1.6337,-77.9454
-128.4868,-12.6930,0.1843,9.8755
58.2173,20.0432,1.7444,-72.8552
169.1113,-75.7506,0.2333,-56.7571
15.6890,-72.8473,1.1102,-35.6599
7.3012,55.7170,1.6479,0.1228
-17.8141,72.6900,1.0561,2.2224
-163.0312,-14.0266,0.3437,-14.0037
-84.8758,-75.4262,0.4653,89.2191
-36.3649,24.7313,0.8076,-20.9003
15.8814,-28.1390,1.3097,26.8077
-0.3484,43.9994,0.5905,-73.0025
-73.1262,-10.0217,1.1251,-58.0891
-31.5840,-74.3517,1.9693,-58.9367
-71.3752,12.9493,1.6958,-67.5635
18.7601,-4.8253,1.0388,7.0484
24.2260,79.6836,1.1396,32.0301
12.4096,52.0645,1.3483,-17.1586
198.5188,-62.0287,0.1130,16.3163
65.1958,21.0601,0.6848,33.6746
10.1177,32.9547,1.4257,9.0455
-34.5164,37.8287,1.1481,55.1991
-15.8682,-40.4349,0.3832,80.4583
83.8646,-63.2244,0.0911,-74.9361
9.4799,-80.6182,1.5514,17.7234
-11.9564,75.5780,1.4613,-23.0589
49.6844,-73.1106,0.6723,-18.0850
-47.9760,-64.5359,0.6495,-7.3900
-11.7512,-61.6778,1.3845,-16.5891
-22.0062,-68.1449,1.8103,-51.3776
19.8503,-24.8590,0.9994,0.3010
-6.2362,19.7365,1.9790,-21.3739
18.0461,48.4887,1.0543,-5.1256
145.1704,5.8736,0.0252,89.9180
-52.3256,71.6112,1.4120,58.4505
92.2951,78.9823,0.7230,-78.5705
23.5157,89.2610,1.2194,35.5130
115.9494,-23.2714,1.2231,-82.9120
8.7195,68.2147,1.7547,-25.8169
21.1191,20.6649,1.2484,-32.9910
-7.1287,72.2232,1.8557,21.6582
-44.6070,-43.8827,1.3867,55.7214
4.9536,1.5667,0.3699,-74.2699
79.4679,83.3955,0.5145,13.2266
9.0450,-82.6313,1.5194,-10.8213
176.4428,-81.5299,0.9339,-77.6201
169.1953,-20.1467,1.5806,81.6769
23.6336,-74.5182,0.9178,3.1904
-5.0345,52.8495,0.1510,-49.6640
16.2679,-5.3817,1.5932,-39.0193
-12.1029,-60.8903,1.5351,-27.3850
4.0343,-46.3450,0.7161,-89.8231
-5.7455,62.8935,1.9487,-14.2802
75.9656,48.9257,0.5000,77.0327
9.5750,-1.8380,1.8327,-31.9311
59.1470,50.5778,0.4632,33.2371
-7.0920,-21.9204,1.8789,-22.4590
-10.3921,88.0534,1.9051,36.4624
-77.9404,77.9533,1.0049,56.1032
57.1256,-16.0622,1.3444,-64.5004
156.5661,-86.1603,0.9800,71.4897
-181.2760,-32.7908,1.8753,-88.0218
-42.9414,-65.4514,0.5178,70.3387
15.5792,-0.8858,1.4396,32.8130
-103.0658,73.8969,1.5238,-69.9555
137.4577,82.3680,0.4613,37.6086
172.6491,-84.0060,0.3236,38.8517
-72.5895,-37.7409,0.1954,-51.7924
-43.9137,-45.3576,0.9417,-40.0331
157.9713,23.3868,0.2151,-55.3183
13.7112,-50.1667,1.7507,39.7276
8.2220,-56.3808,1.5536,-1.5175
-132.0062,69.6273,1.1035,82.6988
-27.6776,5.0616,0.9043,-17.6768
-13.9655,-54.8370,1.1992,-5.4727
27.1941,-79.2498,1.8905,55.4462
-13.1557,39.4338,1.9868,-43.6869
66.1621,-5.1094,0.5518,59.9310
-72.3104,16.1497,0.6756,-36.5337
125.4455,-24.7090,0.0879,-32.5125
33.5817,-70.2315,0.9779,33.7641
-19.1403,6.3446,1.4341,-38.5482
-51.2415,-37.5428,1.8708,-65.1315
-165.4489,-85.9699,0.3315,79.7099
34.4187,39.0213,0.8667,25.3501
129.7195,-28.3059,0.0820,-41.9283
-68.7882,-39.8969,0.1437,-59.6579
33.3845,26.3396,1.5705,54.3501
-36.6614,81.6418,1.4967,-59.1645
-74.1754,7.9728,1.1608,-69.1731
6.3243,78.5994,1.7745,3.1205
157.2213,-54.6140,0.3265,-60.1889
-18.1930,-63.5121,1.0968,-14.9304
-192.5277,-51.9219,1.7266,85.3857
-35.9495,-11.4796,0.7520,7.9667
-90.8640,-18.3328,0.8896,65.7746
43.2769,57.5680,0.7374,-81.1513
-58.6812,-71.2376,1.6371,-78.1602
37.7799,62.6142,0.0481,87.5650
-140.4665,-66.4727,0.0228,-4.0146
42.9396,-5.7523,0.3520,89.0560
77.0179,-46.0777,1.1940,71.3154
-166.7665,-55.7077,1.8932,-79.4298
46.4898,-14.2889,0.2232,47.6348
-39.8331,-38.6346,0.3323,31.7509
-48.4474,12.3109,1.0983,-49.4285
12.1221,-68.9566,1.3612,-16.4789
37.2219,-28.9949,1.5281,54.8870
-47.9484,-60.0118,0.9812,-44.4481
-148.4654,58.3971,1.8460,84.5163
100.9085,4.3226,1.5876,70.5133
57.8065,-50.4698,1.8110,-65.8126
181.6603,39.9428,0.4508,79.9929
87.4310,-34.0224,0.5498,-40.0873
-12.4489,88.6681,1.3954,21.2559
13.5760,-60.6974,1.7020,-37.7219
-17.6114,-21.2721,1.6610,-43.3860
101.6192,89.4364,1.8816,-73.3391
-39.4676,74.5618,1.9241,61.6406
-18.1466,-8.9639,1.1421,-51.2136
-57.7558,-26.9876,0.4867,-8.0968
-195.9387,-61.0878,0.9739,80.5959
-61.7797,-35.3155,1.6084,64.3507
2.9729,-3.5942,1.8454,27.3939
-40.0209,60.1857,0.7919,24.2421
-90.0724,-67.6791,1.0732,-60.6658
-0.5175,-2.4940,0.0264,-18.1364
87.0789,4.0863,0.1073,88.7848
136.1945,-0.1219,1.1051,82.3467
-9.7649,-20.9481,1.4689,-11.7450
-50.3707,-10.2447,0.6998,53.2362
-112.3249,-7.9506,1.5900,73.7180
-79.9119,-38.1466,0.1881,10.6408
159.6820,-3.3246,1.4449,74.3020
14.1522,-85.1087,1.5847,-35.3538
6.7205,-66.9285,0.8408,51.7550
116.6574,-51.0882,0.5748,-68.2774
181.0578,-77.7170,1.0519,-70.8674
-46.7158,63.4601,1.7088,61.9539
60.0153,-52.6354,0.5804,7.3736
7.1018,-53.2667,1.6711,0.8239
-14.6794,-50.7597,1.6727,-77.3775
-6.7952,-25.1578,1.7708,12.6969
-38.2100,-47.9819,0.7356,10.2420
-60.8089,-42.4164,0.5388,76.9470
146.4891,-48.6140,0.2099,67.6940
-69.1644,-58.7793,0.2289,-39.2062
156.9222,-70.6037,1.4292,-82.4147
-43.4676,-71.4733,1.2173,50.4188
-7.0445,40.7819,1.8884,-22.7186
-24.4822,-57.4224,0.8995,52.5540
-30.3080,84.7889,1.3187,46.0869
32.0902,-39.1282,0.7038,-80.2026
-99.3606,39.5828,0.4896,-23.6624
27.4992,79.4966,1.4464,-47.5760
-190.1325,66.2799,1.6184,82.2188
-62.8095,14.8533,0.5445,-20.7051
-144.5349,-76.7590,1.0571,-77.7245
-110.1510,7.6594,0.0724,45.4280
-7.8625,-47.7824,1.9988,-30.9274
-46.9621,-6.2990,1.0274,-45.6357
-61.7024,-37.3736,1.9187,73.4530
80.0258,-7.4209,0.8279,51.5283
24.2797,66.9493,0.9837,20.0687
-9.7238,-2.1117,1.7672,-30.4507
6.9383,-33.4991,1.7474,-12.0907
29.3355,-60.5043,1.6103,-86.7410
-124.4468,-21.5879,0.2388,89.3557
20.0922,69.7881,1.3649,-37.4453
101.3061,40.2675,0.2943,-17.5674
140.9575,26.0027,0.1573,-34.6416
71.0332,85.7416,1.0448,65.0530
-5.7471,82.9235,1.9841,-17.0307
-35.5597,-8.7404,0.9759,-69.7324
74.7104,-16.7834,0.4468,6.4600
131.5962,-81.2017,0.2618,77.2390
-65.9158,15.3182,1.8017,-67.7137
-58.0940,-51.5084,0.4815,44.6647
17.3492,7.8775,0.8861,71.8065
115.4474,23.1455,0.5324,54.1140
78.8088,8.6549,0.4428,26.6150
-25.0867,1.6030,0.9561,-18.3920
146.4164,-17.1117,1.4909,77.6361
-21.1916,22.1662,0.9109,-86.5252
-15.1725,46.7714,1.3236,24.9212
-7.2533,86.6687,1.7131,-12.1591
-80.1136,-52.4236,1.0670,58.2553
88.1089,27.2351,0.2737,14.7510
-27.6056,12.5182,1.3568,44.8896
-1.9748,-7.2572,1.3398,12.8757
5.8850,24.0736,1.8357,-0.6694
-8.8591,16.3724,1.5552,-13.1326
-8.8885,-88.1325,1.6690,-39.0280
-95.3068,-88.5747,0.6237,86.7713
-134.5283,11.0650,0.3963,65.0088
-119.1672,-55.4921,0.4964,48.8076
-71.6394,1.9812,0.3634,-42.7716
15.2984,8.6072,1.1731,-11.8129
3.5351,73.2828,1.0310,-61.5745
-42.1931,15.9128,0.7585,22.4667
18.4530,-69.1009,0.3073,-21.5915
-16.6095,-41.2219,1.5360,-38.4360
-8.7928,-75.1356,1.9573,-33.6659
-178.6919,35.6497,0.4688,64.7626
165.0964,47.7826,0.5545,83.4025
44.6423,-72.6309,1.8217,79.3578
183.4229,87.4475,0.1907,-87.4658
-102.7547,45.8115,1.0900,-63.2661
38.6077,47.8912,1.2617,58.7872
-6.9781,-27.6550,1.6859,0.9183
-64.3505,-3.8954,1.5414,-63.8133
-73.5744,76.9720,0.2716,-78.8665
96.6738,47.1185,0.5863,-81.4329
2.0232,34.9735,0.0420,-57.9947
38.8608,87.8686,1.9445,-82.6510
15.5964,-27.1518,1.1492,9.1483
97.9639,44.4165,0.8923,81.8440
33.0248,-30.4191,1.8739,59.1020
-174.7679,-11.7883,0.3816,43.3626
0.6685,84.6022,0.0744,-41.0591
-155.5918,64.0953,1.1311,-71.6783
-32.6584,-28.7596,0.9195,28.0876
7.7997,19.2269,1.5954,-1.7046
35.2485,-73.3650,1.7811,-58.2289
12.2908,6.2042,1.4747,25.8185
-125.3815,-38.1317,0.7463,-60.3557
197.1087,68.8966,0.3682,73.0677
-19.5559,-86.9686,0.5615,41.7045
-167.7769,35.1767,0.0864,-65.5474
49.7781,38.0428,1.1623,51.9693
-110.3306,-2.8807,0.1306,-46.5084
-33.8126,-20.7306,0.7838,-10.6983
43.7232,27.3042,0.6782,-6.0633
19.2806,-41.9957,1.7679,47.4523
112.6994,78.0817,0.6553,-48.7573
-24.8166,12.0462,0.9719,-19.7928
145.5243,4.9052,1.9810,82.8964
11.5800,76.6288,1.7091,33.4630
104.7017,-78.0038,0.4235,-43.2012
-23.1683,1.7690,1.1350,30.6740
28.3574,3.0572,0.6925,87.0249
110.0642,-32.6662,0.0353,-3.0072
14.5105,-55.8679,1.4734,31.9814
19.5241,-5.9689,1.6840,45.7858
33.9698,52.5449,0.6588,-73.1824
20.2616,-86.4651,1.0763,19.9000
-136.1011,29.2961,0.5297,64.1652
-136.7007,11.9526,0.3550,-64.0918
-20.6043,87.1539,1.5230,-67.1452
-28.1453,-54.0691,0.7084,-77.2876
-146.1259,-13.5091,0.0934,-76.4445
-29.4046,-64.0531,0.6603,-27.1133
25.7913,11.4750,1.2404,-39.3864
-122.1964,82.6638,1.8627,74.8221
-108.2575,36.4241,1.0717,-81.9953
50.1492,38.2350,0.6437,-45.7960
-63.8209,-65.2257,1.5832,-74.4247
26.4719,3.5345,1.9272,-81.8065
47.6123,-39.2163,0.5952,84.8516
8.5493,0.2103,0.8200,16.4971
-50.1715,-43.9829,0.6944,22.6795
9.3840,20.0037,1.7500,-28.4952
173.7034,27.7859,0.3402,7.4017
-13.7294,-74.6962,1.7212,-37.9994
127.2440,11.6263,0.8287,-76.6498
-160.8108,22.5552,0.8533,-85.3008
21.2735,-15.9586,0.0562,68.6363
41.1517,21.7658,0.7260,-15.0780
35.8740,-45.5456,0.2970,-7.9638
-8.5355,18.6462,1.9394,32.2012
-33.3164,22.9496,1.9936,60.5522
32.7138,-87.4632,0.1975,38.3632
-199.6223,-22.1250,0.1093,-57.3089
133.5647,-26.3716,0.0974,-59.8222
144.6374,35.3556,1.1534,-70.7270
41.1710,64.7194,0.2202,-75.7725
103.2001,17.4741,0.0635,-71.3352
-42.5668,28.7684,0.0993,4.7063
44.3950,-1.9557,0.4543,-77.0675
-22.2205,-88.6977,0.5631,7.8618
20.0877,66.2486,1.0462,-15.5321
-53.5287,70.2861,1.5569,66.2977
-14.0311,-61.4420,1.1888,62.1308
-53.1720,-72.2247,0.4015,-8.7853
-10.6783,-18.1868,1.4864,19.7399
30.4615,-42.9405,1.3468,75.5102
58.0549,-30.3795,0.0062,50.5211
5.6919,-79.7831,1.7600,29.5977
-12.6901,-72.4198,1.5486,30.0109
10.3253,23.3758,1.4593,-15.2744
-3.8099,7.5275,1.6135,-65.7286
-16.2250,82.2087,0.2172,-56.2340
-116.2237,-7.0169,0.0456,-81.6792
-29.6269,40.1268,0.8182,-0.8460
71.8783,65.8835,1.0892,-57.0634
135.7773,-42.5483,0.9511,-68.9136
115.0279,0.7524,1.5101,-76.5402
-37.8232,-34.5083,1.9025,-61.5107
8.3949,49.0962,1.7778,-25.2607
10.6178,-18.8482,0.2792,56.9643
-97.3736,88.3800,0.5482,65.4659
-198.4910,41.1464,0.3171,80.2189
-54.0173,58.1867,0.2505,-9.9539
-30.1998,9.7920,1.9680,-58.4982
-24.4015,-40.7269,1.7591,-52.3271
82.1407,63.0935,0.4213,-43.5432
-23.7298,-55.0681,1.1149,-30.2054
-113.9515,75.5860,0.4350,16.5882
-52.9147,42.0899,0.5222,23.1460
-8.8340,-22.9716,1.5305,9.8280
37.5535,-66.2694,1.0019,38.7387
16.2024,-44.7996,1.1063,0.6636
49.4549,75.4000,0.0509,-21.0549
-160.3614,89.8944,0.9690,88.0143
-13.0909,2.6122,0.4305,19.0562
100.5412,11.1226,0.6009,40.9681
59.8722,23.8966,1.2551,-84.9385
109.3141,3.7053,0.3616,61.8457
-18.8569,43.7288,1.0593,25.3022
-63.7895,-58.4865,0.9267,49.0166
-46.1296,-32.9185,0.8033,-31.7877
65.0753,14.1880,0.8233,82.4442
-27.6299,-49.7605,1.8517,55.1590
119.4256,-52.7563,0.2894,-24.1379
-104.1631,-82.6012,0.3197,40.8244
199.0167,-57.5934,1.5127,-89.8743
-24.2447,41.1311,0.9049,-1.8299
133.0320,43.0643,0.1685,-10.4758
43.9212,35.9169,0.8338,-46.1568
20.4918,14.7207,1.6832,-47.0639
-147.2486,85.0828,1.4067,-88.4979
27.2013,-68.6124,0.8608,6.2685
19.2786,83.3046,1.0416,11.1564
34.5336,51.6299,0.8698,-57.2277
-7.7855,41.6252,1.8308,-24.5731
175.9082,71.7502,0.2134,23.2429
-59.6872,-2.3882,0.6121,-28.3476
-44.8331,39.0896,0.9373,75.7440
-120.2663,62.2719,0.5554,67.9848
72.2541,50.8949,0.9017,-50.8833
129.7870,-68.2414,1.0815,-66.7847
187.6352,-57.0206,1.2747,-75.5951
-71.3923,81.0389,1.9890,-79.0985
-173.9907,-49.2846,0.0676,-41.6958
-11.2593,-8.9723,1.3581,-10.3016
7.9692,-40.1115,1.6674,-15.7681
-11.7428,63.1686,1.4211,19.3353
-26.5139,34.6490,0.8579,17.8106
79.2053,5.5660,0.7984,47.9994
93.8660,-41.5106,1.9310,75.8243
53.8140,8.8147,0.8395,69.2118
-1.2605,22.0273,0.6169,15.5532
125.9923,-45.9460,1.1712,-82.4667
15.4390,-53.6542,1.3869,-29.1092
116.0773,-64.3631,1.6988,-86.1662
13.2887,-76.5926,1.7257,37.2974
165.6356,-87.7808,0.5847,60.4187
-5.9644,-77.4051,1.8240,1.3364
45.1624,68.6026,0.1211,-8.6070
116.8757,-10.6857,0.7336,-54.1894
-37.7842,-7.8423,0.2409,54.6563
-12.4792,33.0840,1.4833,-26.6127
-19.8002,-4.3159,1.2466,31.4454
-74.7122,-1.4333,0.2487,-33.4486
-66.0616,79.3532,0.7708,52.8810
-52.1625,-21.6768,0.5245,6.7191
-55.6670,87.6706,1.4655,60.8285
98.5359,-21.1724,0.3584,-9.1824
108.5607,25.0573,0.6858,88.6382
-154.1456,-5.0289,0.0159,-44.1900
66.6460,-71.8615,1.7172,66.9482
90.1120,49.6063,0.2312,-36.7797
-31.1882,-44.3865,0.8060,-7.2515
