Amplitude,PhaseShift,Omega,Beta
22.1622,-66.9987,0.6874,88.3079
11.5002,-69.5662,1.3528,11.2272
50.7910,1.7360,1.4168,58.0497
-14.3458,-3.6408,0.6178,24.0179
6.3868,82.4416,0.4914,-21.1350
-15.2014,0.8938,1.4221,30.2870
170.6411,-46.4828,0.0808,-11.4813
-116.6896,-88.4578,0.5161,38.3661
-36.8449,-77.4206,0.7633,-14.0517
-58.7806,88.2284,0.3608,40.7150
9.4293,57.5421,1.7947,-30.3778
-135.5539,74.3153,1.8746,83.6346
72.0781,40.5819,1.5658,-65.8908
-17.8171,-85.5615,0.8471,33.9619
117.6070,-13.5552,0.5408,40.0521
3.8540,55.5315,1.8632,2.6263
-144.1361,-37.0241,0.0648,29.5893
155.2213,50.0118,0.1729,72.4294
-156.6321,-18.1381,0.6575,89.2429
-120.7227,57.8755,0.7041,56.4320
-47.9502,77.4021,0.6472,5.9100
-155.5047,81.3681,0.7952,-73.9906
-3.1202,-89.1440,0.8184,-16.9986
-80.9893,19.1698,1.3140,-63.9641
39.5775,-29.7860,1.5614,-56.9711
8.8229,50.9369,1.5968,16.4405
-40.6117,-22.9115,1.6199,-58.5398
5.4476,9.3014,1.9248,6.1434
-70.3298,75.4856,0.5473,-13.1895
-176.1988,39.2232,0.5747,59.4512
182.2230,51.2185,0.1759,-23.0638
58.7778,-60.2712,0.6982,30.7941
-68.4383,-7.6309,0.9538,71.6352
138.3101,66.4235,0.3239,24.9164
75.7220,-25.3280,0.5532,-21.0865
-6.7584,-88.5996,1.6790,80.9178
-89.0698,-76.6439,1.2113,-77.9456
13.2868,43.8754,1.5987,-34.0935
-3.7031,-15.5125,1.2683,-24.1267
-24.6498,6.9787,1.1985,-47.8272
-75.7698,-78.5189,0.2908,74.0725
-127.5591,61.5862,1.5218,73.8064
-112.3348,10.2062,0.7664,54.8651
98.5372,-8.3986,0.7320,-68.1970
-18.9825,21.5637,1.1769,-25.4305
-162.5520,23.7322,0.5701,-64.5752
42.0862,86.3241,1.0890,45.5507
-74.5035,-75.6420,0.2147,22.1292
-37.3773,2.4826,1.5783,-55.7103
5.8619,47.4559,1.8402,-1.5920
36.9707,-57.7278,1.6863,-57.8944
38.7429,-22.7616,1.4712,-54.3102
68.5404,26.8071,0.5432,7.5352
39.1215,69.9566,0.7131,-3.0168
198.9651,-66.0076,0.4515,46.8170
-129.1991,32.4808,1.0593,-71.5390
8.2723,5.9658,1.8905,28.5964
10.5309,63.3964,1.5478,23.1027
-52.2202,76.9637,1.2821,55.9387
8.6129,-26.1165,0.4579,69.3968
-105.5582,-23.9052,1.1838,-69.5654
-8.6380,-73.0599,1.4048,-4.6477
-134.1510,11.1875,0.4268,-27.6764
-57.0990,48.5387,0.6147,15.1093
164.2108,37.6380,0.5827,-76.1328
24.8807,-44.6264,1.0289,25.8409
24.2468,89.5055,1.7847,-52.6704
30.7203,-84.9263,1.6949,80.0053
-89.3817,-79.4729,0.7983,-51.1541
-152.2791,-77.1497,0.0912,-35.2044
184.8289,-27.5585,0.0038,65.8186
119.2795,45.7501,0.2948,-55.3031
-157.8529,25.8442,0.0367,68.6033
-15.1034,10.1929,1.3563,27.3947
108.0911,38.4183,0.0109,-8.2786
46.9799,-80.2174,1.2457,-78.9106
141.7256,30.5135,0.1717,-57.3738
-44.1060,6.0085,0.8781,-36.1477
107.0710,-56.2213,1.3513,68.3574
-28.6105,2.2346,1.8969,57.0422
41.0096,-11.6255,0.1353,-42.9643
-8.3687,-24.8447,1.5438,-3.5353
72.9742,13.1891,0.1537,40.2390
35.9319,70.5826,1.3206,-86.4215
21.2706,32.7430,0.3687,-84.9316
157.6167,-20.9841,1.1595,82.9588
57.2153,53.3343,0.1868,22.6681
-138.5100,-61.8496,0.0599,-36.9063
-13.9818,12.3269,1.4442,29.0986
5.8961,-51.2073,1.6993,89.5622
179.0666,80.9805,0.9488,85.5907
-1.0355,48.9728,0.3369,-66.7269
113.9735,82.2093,0.2611,1.6200
-65.5395,-64.1690,0.9838,51.7505
-7.4869,-73.6716,1.6400,-5.9215
12.9336,58.5338,0.7485,22.1978
-53.2076,74.7545,1.1530,-56.0049
-119.8035,-74.0477,1.0268,-82.3324
-63.9010,71.0767,1.9601,-68.8595
-23.3841,65.3214,1.7553,-51.4540
-145.7739,51.5993,1.9437,81.6514
-13.3668,48.1038,0.4758,-1.0113
-103.2106,44.0568,0.1271,23.3630
8.2016,61.4222,1.6906,19.2925
14.6758,-53.8474,1.2909,-21.7246
189.6325,31.4781,0.1381,-77.1998
-71.1999,88.9282,0.7734,-78.5157
-18.5120,83.9592,0.2729,73.1575
153.8370,-89.5725,0.5318,49.7068
90.3459,-18.7118,0.4228,-31.8848
-126.0624,34.2972,0.1019,-59.5184
-89.9351,33.7220,0.2759,-29.6445
28.9197,-30.4011,1.2017,40.8539
35.5307,-25.7487,1.2989,-49.0674
7.9950,-34.0574,1.6557,-14.3149
-96.4325,3.3579,1.1263,-63.0804
-80.0084,-73.2183,1.1662,60.9634
-16.7023,11.7436,1.7722,45.0820
-138.7967,48.3325,0.5054,41.8756
-47.3525,-22.4290,1.9165,64.7233
-129.7012,-9.0161,0.6646,-74.4215
-15.4016,-3.2121,1.4461,32.4239
-9.6558,-89.8076,1.4215,37.8225
5.4136,4.2839,1.9380,-7.5146
6.9946,17.6703,1.7348,11.5876
-27.3202,12.7308,1.0857,33.0096
-77.1060,36.2120,0.2039,67.8965
16.3755,-17.3085,1.8099,-44.7945
93.6560,70.9031,0.3331,-1.7706
145.0352,-4.5478,1.7135,-84.5254
105.7255,-65.3238,1.0914,66.3742
-57.2312,42.8012,0.5886,-0.2234
43.6100,0.2182,0.1821,71.3040
-31.0691,15.5290,0.3497,76.9932
120.0914,52.3037,0.1448,38.9590
134.1888,-52.9466,0.3814,-6.9425
-42.8617,-83.9371,0.7784,-25.9894
-35.2431,55.7766,1.7453,61.4397
179.8161,-1.8919,0.0885,74.2293
-64.0124,14.5183,0.6514,53.0608
62.4237,78.4954,0.6004,61.9926
-12.1873,21.9551,1.5040,59.2767
16.3494,-26.5364,0.4666,31.5633
59.2656,-86.6118,1.8908,80.6977
-186.2521,-74.6589,0.3909,-70.0805
193.4774,67.8727,0.1212,-48.7650
-4.1542,65.5880,1.4926,-62.3803
-132.0664,-6.6925,0.1639,36.2473
66.9192,80.3495,0.2206,70.9828
-6.3061,-87.9086,1.8389,-12.7552
13.8608,79.7812,1.2065,-6.3474
85.4911,57.1023,0.3724,16.5939
-52.8252,-71.5208,0.9134,-43.5695
-188.3450,20.0366,0.2620,27.5599
199.3031,-47.2247,0.7019,88.6611
-6.5098,-17.1449,1.8257,14.0012
-33.7905,-61.5011,0.4624,45.9253
26.0801,-42.1355,0.8936,10.8895
-5.9064,-42.5387,1.9722,17.9516
14.1776,42.2084,0.9687,-3.4744
61.6554,-67.7165,0.9970,50.7463
109.5643,-47.6499,0.6261,-81.8476
20.3412,-52.3514,1.8446,-49.4647
-15.0043,5.2954,0.9016,-37.1326
50.9767,-54.8396,1.3717,-76.9448
26.7508,-14.8472,0.0226,-68.9630
100.6621,59.2397,0.6440,44.7174
29.5009,43.4571,0.2467,57.4128
6.0857,41.1503,1.9478,18.3500
-122.6865,-9.4589,0.4198,64.5093
143.6709,44.2972,0.9226,-64.7549
-52.9874,-20.7167,1.3294,57.9318
15.6399,-86.2650,1.5125,35.2300
74.9340,38.1269,1.6250,-67.1409
-183.1472,-76.0471,0.6310,74.7774
160.8883,60.3561,1.1694,-72.7154
-169.7343,-0.0029,0.5236,62.4563
-8.2321,-1.6570,1.7793,-24.4553
-113.5100,-60.0162,0.5614,83.1557
14.7400,-14.4295,1.3618,-26.1783
78.9446,70.0456,0.9307,-53.7465
40.7145,-27.2826,1.2501,50.4144
9.4895,-40.9028,1.7256,27.8661
-87.7836,79.9422,0.6765,-79.8770
-126.8007,-38.1061,0.0457,-60.6742
-17.7552,35.6964,1.2242,-25.2032
26.0179,-14.3994,1.1037,-32.2180
-41.8341,-16.5334,0.6885,-0.4645
-126.0042,15.2528,1.5729,-72.8657
-122.0299,-26.9731,1.0964,-89.7487
-6.9643,-0.6113,1.8557,19.8731
37.4779,36.7388,0.0077,-48.3461
-85.9061,-2.1554,0.0962,-65.2401
130.9672,89.1983,0.0124,-54.0232
-195.7530,61.0922,1.2085,-76.3490
-109.1174,-79.0875,0.3048,-12.1029
-86.1731,-34.3505,0.2187,-9.3281
114.8664,-30.0236,1.7217,-80.8937
105.1508,-38.6446,1.3330,79.7489
-5.3183,76.4131,1.9767,10.2416
174.8812,-87.8643,0.2670,66.5100
-86.3076,58.7145,1.0121,-58.1581
165.1643,71.4247,0.1662,84.3208
-36.5075,-56.7299,1.4125,53.7272
-10.3334,27.8232,1.8478,-35.0107
18.2720,-43.2655,1.0224,-54.5057
9.9010,39.0088,1.4391,-8.7543
-15.3329,-20.1362,1.6731,-40.2631
-56.9736,-17.6601,0.8233,47.8901
25.4041,13.7068,0.9377,16.9326
56.7212,-6.6159,1.6615,65.6818
63.6401,40.0209,0.6630,78.4612
-26.3504,-66.2107,0.8856,9.9338
46.4608,79.2367,0.8700,-37.2692
69.3991,73.1779,0.3197,55.6827
29.3755,-1.0913,0.8346,8.7085
28.1881,13.7365,0.3866,70.4236
61.6713,-56.4928,0.2445,19.5028
-34.7783,-12.1764,1.3773,75.6351
-100.0836,-9.5210,0.9086,-66.3204
74.3810,-81.9398,1.3446,81.2695
-83.9881,62.8743,0.5011,-13.5847
-25.1724,33.7760,0.9735,-72.3026
-187.5745,-71.9753,1.2810,88.1173
8.2126,-19.2280,1.5933,-10.6574
-65.0140,4.1190,1.3888,61.6252
-13.6159,-30.8195,1.5103,-31.3317
23.2116,12.2343,1.6363,51.0751
-82.1860,-5.2621,0.8979,-53.3565
53.4169,-85.9561,1.5838,-85.3655
-13.7740,86.0885,1.2709,-16.2113
-25.8261,-60.8525,0.0504,-7.1752
117.2340,1.2270,0.3020,44.5628
125.1222,46.1593,0.3424,-9.8893
-8.9496,-40.1064,1.6121,-18.8942
9.3923,-19.6739,1.4672,6.6084
145.9562,-15.8224,0.5380,53.2160
36.0666,-48.6933,0.7231,55.3982
7.1467,-45.8230,1.9335,24.9750
-16.0029,66.0450,1.9673,-70.4051
-14.8128,-51.7376,1.1726,7.8817
-16.2875,53.6264,1.1388,11.9441
85.9520,16.0002,1.5298,86.3401
12.9884,-21.4153,1.2355,0.3250
-22.8324,9.1302,1.7864,51.6249
8.2589,56.7822,1.6050,12.6055
-11.1172,-35.1077,1.1141,-28.9043
26.5468,3.0219,0.3904,79.2862
-15.1682,-60.7634,1.1437,-1.2713
14.4730,-15.2708,1.1924,9.1182
-32.4474,-53.2478,0.2525,-89.6462
-5.0625,56.1348,0.7399,-15.9510
93.8762,10.8613,1.0411,60.7116
-37.8944,29.1619,1.4278,-52.9904
175.9399,-10.3333,0.2839,-80.4871
9.4698,-42.9454,1.4826,-10.2685
98.1457,83.3508,0.4973,-22.6101
-118.2182,7.5561,1.6499,86.5908
48.5727,20.4210,0.6701,32.3028
23.6887,31.9533,0.7598,-2.6403
32.7694,-12.9186,1.3906,-79.4733
-39.7365,20.2409,0.0839,20.2268
-118.4670,-18.2975,1.3060,69.0484
5.2171,-5.5648,1.9558,3.5976
10.6657,74.0988,1.3696,4.4568
-161.4582,68.6286,0.3456,33.6532
-60.7543,47.6552,0.6721,-29.3157
-192.5591,-32.6682,1.4770,84.6824
-106.3254,-38.7263,0.8894,80.4883
12.6841,-45.1916,1.8289,-39.8080
60.2201,72.0722,0.1123,-73.6130
-96.9308,8.3601,1.2474,83.9856
169.3674,29.2409,0.2421,-33.5542
-149.0400,-72.4034,0.5312,-55.0756
-28.8058,66.6431,0.9214,-22.1292
-75.7863,-69.9824,0.8134,63.3958
-29.6091,3.6069,1.0357,-41.8670
33.9528,8.0645,1.4748,52.5695
26.1679,30.6064,1.4635,-47.0548
-11.0186,-54.4494,1.8659,36.1548
-39.8619,77.2572,1.1904,47.6449
-180.8808,-81.0659,1.8758,84.8882
-24.0256,75.6012,1.0580,26.1377
194.2859,-10.8361,0.1068,63.2783
-22.3115,-35.6199,0.9438,2.3919
-173.8740,-83.4597,1.6466,-83.4820
1.0379,-16.2151,1.6675,-5.4764
3.0711,-49.9923,0.1326,-71.3471
8.9665,28.7253,1.4904,3.2281
-0.7223,-55.2619,0.8515,15.2635
10.6598,85.0120,1.0049,-45.1270
-62.5075,73.7859,1.3965,-61.5449
6.4371,-7.8391,1.7617,-4.1279
42.9289,68.2576,1.2338,-50.5631
148.4813,11.5674,0.2547,-86.9958
26.0147,83.0641,0.9337,-18.0068
-48.8937,72.0554,0.5117,-71.9097
-18.7933,20.9835,1.9035,-50.1686
-121.7860,68.9271,0.4819,-33.1490
-47.0707,-19.7119,0.0421,49.0852
69.5738,34.9571,1.0097,53.8300
-71.7768,-79.1849,0.6804,36.7746
-100.3928,-71.2365,1.5170,69.6469
35.7506,-4.0048,1.1295,42.9813
-57.0077,-55.6945,0.6343,-19.8123
73.1630,-63.8571,1.4077,63.7349
27.9112,46.8242,0.4465,7.1312
-27.2883,36.0248,0.7925,14.5561
72.3582,16.8693,0.2306,71.8186
73.1221,5.1673,1.9353,70.0922
-79.4077,-76.3475,0.4695,8.1100
81.4013,28.1507,0.3146,-87.9376
197.4791,-69.1230,1.0678,82.4723
-149.5358,14.9143,0.0158,47.2522
191.0931,-64.8102,0.4405,49.2384
-46.6861,51.7419,0.9051,39.4785
-52.3939,-32.1756,0.7814,34.3758
6.8835,27.1263,1.9296,-23.6718
12.4250,-40.4515,1.9066,41.3507
43.1137,-87.1495,1.9829,-64.1349
4.5902,-36.4489,0.7883,-18.3787
-147.3120,24.1629,0.7750,-70.6904
27.4974,-64.3685,0.9878,-26.4577
45.6359,-28.9233,0.1575,-14.6542
51.6493,58.0829,0.0706,-26.9964
-33.4724,-50.4630,0.6394,-20.2776
-17.1728,-49.7160,1.1609,18.6802
75.5521,-39.6872,0.6105,-33.0215
25.1775,-7.2281,1.9909,-56.3649
-88.4454,-63.1852,0.5902,-82.2133
-150.0870,-75.2024,0.0527,-62.1386
-61.2329,19.3691,0.2810,1.1037
-128.6847,-81.4244,1.7922,-74.8294
-8.2904,-81.6097,1.6426,15.7465
16.2613,67.5884,1.2191,20.7831
-185.0553,62.9818,0.2984,-5.1520
-106.3886,-49.0462,1.0996,64.1526
69.5622,-46.8257,1.6957,67.2579
49.2121,-37.7315,1.0444,-47.4543
-161.7910,-59.3924,0.5940,-60.3165
30.6015,-53.7231,0.9631,-28.7972
-84.7067,85.7767,0.5787,31.7816
-26.1982,59.6562,1.5016,-47.5186
13.7743,49.7067,0.2260,-36.5322
-7.2563,56.4333,1.7285,14.1465
-23.8135,17.3474,0.4570,-14.8559
-91.6305,16.3705,0.4302,-59.2820
